Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2005,Porsche,Turbo 4 911 Cab,Turbo 4 911 Cab,3.6L V6,Automatic 5-spd,All-Wheel Drive,Premium Gasoline,Minicompact Cars,6,3.6,13,20,15,,,,,
2005,Porsche,Turbo 4 911 Cab,Turbo 4 911 Cab,3.6L V6,Manual 6-spd,All-Wheel Drive,Premium Gasoline,Minicompact Cars,6,3.6,14,21,16,,,,,
