Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Land Rover,Range Rover Sport,Related Range Rover Sport (L461),"Layout Front-engine, four-wheel-drive",Transmission 8-speed ZF 8HP automatic,Body style 5-door 4x4,Predecessor,A seven-seater option was available slightly after launch.,A seven-seater option was available slightly after launch.,,
,,,Wheelbase,Engine,,Hybrid drivetrain,,The air suspension also adds variable ride height. The Range Rover also featu,"The air suspension also adds variable ride height. The Range Rover also features Range Rover's ""iAWD"" (Intelligent All-Wheel Drive) system, which is controlled by Land Rover's Intelligent Driveline Dynamics (IDD) system.",,
,,,Compact SUV Freelander Freelander 2 Discovery Sport,L BMW S68 twin-turbo V8,,,,"Different leather choices are available for interior, however a leather-free opt","Different leather choices are available for interior, however a leather-free option, which adds wool or other vegan materials are available.",,
,,,Range Rover Classic Range Rover Sport Range Rover Sport Range Rover Sport,Petrol plug-in hybrid:,,,,The four-seater arrangement includes a centre console dividing the two rear seat,"The four-seater arrangement includes a centre console dividing the two rear seats along with an electrically operated tray table and a mini-fridge. The L460 also features 23-inch wheels, upgrading from the 22-inch of the previous iteration.",,
,,,,L AJ300 turbo PHEV I6,,,,Make your Range Rover Sport uniquely yours with premium options and accessories.,Make your Range Rover Sport uniquely yours with premium options and accessories.,,
,,,,Diesel:,,,,Latest technology in the 2024 Land Rover Range Rover Sport: Compare all specific,"Latest technology in the 2024 Land Rover Range Rover Sport: Compare all specifications and configurations of the 2024 Land Rover Range Rover Sport, special features and options, and check out ...",,
,,,,L AJ300D twin-turbo I6,,,,"Nov 13, 2024From the entry-level 2024 Range Rover Sport SE to the top-tier Range","Nov 13, 2024From the entry-level 2024 Range Rover Sport SE to the top-tier Range Rover Sport SV Edition One, you have plenty of midsize luxury SUV options.",,
,,,,L AJ300D twin-turbo MHEV I6,,,,2024 Land Rover Range Rover Sport Configurations Select up to 3 trims below to c,2024 Land Rover Range Rover Sport Configurations Select up to 3 trims below to compare some key specs and options for the 2024 Land Rover Range Rover Sport.,,
,,,,Electric motor,,,,From the entry-level 2024 Range Rover Sport SE to the top-tier Range Rover Sport,"From the entry-level 2024 Range Rover Sport SE to the top-tier Range Rover Sport SV Edition One, you have plenty of midsize luxury SUV options.",,
,,,,kW (143 PS; 141 hp) permanent magnet synchronous (P440e/510e PHEV),,,,,,,
,,,,Hybrid drivetrain,,,,,,,
,,,,Mild hybrid,,,,,,,
,,,,Plug-in hybrid (P440e/P460e,,,,,,,
