Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2000,Saturn,LW,LW,2.2L I4,Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Midsize Station Wagons,4,2.2,19,28,23,,,,,
2000,Saturn,LW,LW,3.0L V6,Automatic 4-spd,Front-Wheel Drive,Regular Gasoline,Midsize Station Wagons,6,3.0,18,24,20,,,,,
