Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Chevrolet,Suburban,2WD,6.2L V8 (SIDI; Stop-Start),Automatic 10-spd,Rear-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 2WD,8,6.2,15,20,17,,,,,
2021,Chevrolet,Suburban,2WD,5.3L V8 (SIDI; Stop-Start),Automatic 10-spd,Rear-Wheel Drive,Regular Gasoline,Standard Sport Utility Vehicle 2WD,8,5.3,16,20,18,,,,,
2021,Chevrolet,Suburban,4WD,6.2L V8 (SIDI),Automatic 10-spd,Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,6.2,14,19,16,,,,,
2021,Chevrolet,Suburban,4WD,5.3L V8 (SIDI; Stop-Start),Automatic 10-spd,Four-Wheel Drive,Regular Gasoline,Standard Sport Utility Vehicle 4WD,8,5.3,15,19,17,,,,,
2021,Chevrolet,Suburban,2WD,Diesel 3.0L V6 Diesel,Automatic 10-spd,Rear-Wheel Drive,Diesel,Standard Sport Utility Vehicle 2WD,6,3.0,21,27,23,,,,,
2021,Chevrolet,Suburban,4WD,Diesel 3.0L V6 Diesel,Automatic 10-spd,Four-Wheel Drive,Diesel,Standard Sport Utility Vehicle 4WD,6,3.0,20,26,22,,,,,
2021,Chevrolet,Suburban,2WD,6.2L V8 (SIDI),Automatic 10-spd,Rear-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 2WD,8,6.2,14,20,16,,,,,
2021,Chevrolet,Suburban,2WD,5.3L V8 (SIDI),Automatic 10-spd,Rear-Wheel Drive,Regular Gasoline,Standard Sport Utility Vehicle 2WD,8,5.3,15,20,17,,,,,
2021,Chevrolet,Suburban,4WD,6.2L V8 (SIDI),Automatic 10-spd,Four-Wheel Drive,Premium Gasoline,Standard Sport Utility Vehicle 4WD,8,6.2,13,19,16,,,,,
2021,Chevrolet,Suburban,4WD,5.3L V8 (SIDI),Automatic 10-spd,Four-Wheel Drive,Regular Gasoline,Standard Sport Utility Vehicle 4WD,8,5.3,15,19,16,,,,,
