Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Porsche,Macan,"Wheelbase 2,807 mm (110.5 in)",Porsche Macan 4 Electric,Transmission 7-speed PDK,Drivetrain and performance,"In July 2018, Porsche announced that more than 350,000 units of the Macan have been delivered worldwide since 2014, with over 100,000 deliveries in the Chinese market alone.",The first-generation Macan entered production from February 2014 with petrol and,The first-generation Macan entered production from February 2014 with petrol and diesel engine options.,,
,,,"Macan* 2019–2021 2.0 L (1,984 cc) Turbo I4 253 PS (186 kW; 250 hp) at 5,000–6,750 370 N⋅m (273 lbf⋅ft) at 1,600–4,500 1,795 kg (3,957 lb) 6.7 s (6.5 s Sport Chrono) 140 mph (225 km/h) 185–186 g/km",L Volkswagen-Audi EA839TT TFSI V6 twin-turbo,Transmission Single-speed automatic,,"a b Kothari, Suvrat (25 January 2024). ""2024 Porsche Macan: A Daring Electric Redesign With 630 HP, More Range Than Taycan"". InsideEVs.",The Macan S and Macan Turbo have 0–60 mph (0–97 km/h) times of 5.2 seconds and 4,"The Macan S and Macan Turbo have 0–60 mph (0–97 km/h) times of 5.2 seconds and 4.6 seconds respectively. Both times are improved by 0.2 seconds when employing Launch Control (feature of the optional ""Sport Chrono"" package). Updates 2016 update Changes to the Macan for 2016 include Porsche Communication Management system, optional full-LED headlights, redesigned steering controller, extended exterior and interior packages for Macan Turbo.",,
,,,"Macan S 2019–2021 3.0 L (2,995 cc) Turbo V6 354 PS (260 kW; 349 hp) at 5,400–6,400 480 N⋅m (354 lbf⋅ft) at 1,360–4,800 1,865 kg (4,112 lb) 5.3 s (5.1 s Sport Chrono) 159 mph (256 km/h) 204 g/km",L Volkswagen-Audi EA839T TFSI V6 turbo,Model Years of Production Motors Power Torque DIN Kerb Weight 0–100 km/h (62 mph) Top speed WLTP,,,"Find sources: ""Porsche Macan"" – news · newspapers · books · scholar · JSTOR (Sep","Find sources: ""Porsche Macan"" – news · newspapers · books · scholar · JSTOR (September 2025) (Learn how and when to remove this message) In 2017, Porsche announced the Macan Sport Edition, a trim level that was offered for the 2018 model year only. This trim included Porsche Active Suspension Management (PASM) and Porsche Sport Exhaust (PSE), along with the Sport Chrono packages as standard.",,
,,,"Macan GTS 2020–2021 2.9 L (2,894 cc) Twin Turbo V6 380 PS (279 kW; 375 hp) at 5,200–6,700 520 N⋅m (384 lbf⋅ft) at 1,750–5,000 1,910 kg (4,211 lb) 4.9 s (4.7 s Sport Chrono) 164 mph (264 km/h) 218 g/km",L V6 twin-turbo,Porsche Macan manual,,,"It also features quad exhaust tips, rather than the standard dual exit exhaust t","It also features quad exhaust tips, rather than the standard dual exit exhaust tips, as well as 20” Spyder RS design wheels as standard.",,
,,,"Macan* 2021–present 2.0 L (1,984 cc) Turbo I4 265 PS (195 kW; 261 hp) at 5,000–6,500 400 N⋅m (295 lbf⋅ft) at 1,800–4,500 1,845 kg (4,068 lb) 6.4 s (6.2 s Sport Chrono) 146 mph (235 km/h) 198-200 g/km",L Volkswagen-Audi EA897TD TDI V6 turbo,,,,"Changes to the previous model include an overhauled chassis, a gasoline particul","Changes to the previous model include an overhauled chassis, a gasoline particulate filter fitted as standard, a new front and rear fascia with LED head- and tail-lights as standard, new exterior colours and wheel designs, and a redesigned interior with Porsche Communication Management with 10.9-inch touchscreen display and Connect Plus with Porsche Offroad Precision App as standard.",,
,,,Platform Premium Platform Electric (PPE),Model Years of Production Engine &,,,,,,,
,,,"Wheelbase 2,893 mm (113.9 in)","Macan* 2019–2021 2.0 L (1,984 cc) Turbo I4 253 PS (186 kW; 250 hp) at 5,000–6,750 370 N⋅m (273 lbf⋅ft) at 1,600–4,500 1,795 kg (3,957 lb) 6.7 s (6.5 s Sport Chrono) 140 mph (225 km/h) 185–186 g/km",,,,,,,
