Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2019,Lexus,UX,200,2.0L I4 (SIDI & PFI),2.0L I4 Turbo,Turbocharged,Automatic (AV-S10),Front-Wheel Drive,Regular Gasoline,Midsize Cars,4,2.0,29,37,33,,,,,
2019,Lexus,UX,250h,Hybrid 2.0L I4 (SIDI & PFI; Hybrid),2.0L I4 Turbo,Turbocharged,Automatic (AV-S6),Front-Wheel Drive,Regular Gasoline,Compact Cars,4,2.0,43,41,42,,,,,
2019,Lexus,UX,250h AWD,Hybrid 2.0L I4 (SIDI & PFI; Hybrid),2.0L I4 Turbo,Turbocharged,Automatic (AV-S6),All-Wheel Drive,Regular Gasoline,Compact Cars,4,2.0,41,38,39,,,,,
