Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2015,Kia,900,[Brochure Summary],,,,,,,,,,,,,,,,nappa; nAPPA; Nappa seating; nappa; nAPPA; Nappa seating,[Brochure] nappa; nAPPA; Nappa seating | [Brochure] nappa; nAPPA; Nappa seating
