Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Genesis,Vortex,"The following is a list of Genesis vehicles, including past and present production models, as well as concept vehicles and limited editions.",Electrified G80 2021 RG3 EV 2021 Battery electric sedan based on the G80. 767,,,X Speedium Coupe 2022 Coupe/GT New York —,,,,,,,,,,External links Wikimedia Commons has media related to: Genesis Motor (cate,"External links Wikimedia Commons has media related to: Genesis Motor (category) Genesis worldwide - current lineup show vte Genesis show vte Genesis, a division of Hyundai Motor Group, automobile timeline, 2000s–present","In the Genesis GV70, that performance includes a towing capacity of up to 3,500 pounds1 an","In the Genesis GV70, that performance includes a towing capacity of up to 3,500 pounds1 and class-leading horsepower with its 2.5L Turbo engine.2 Together with a suite of connected car apps - and advanced driver-assist features covering safety, navigation and audio systems - Genesis is redefining the luxury SUV ownership experience."
,,,Electrified G80 2021 RG3 EV 2021 Battery electric sedan based on the G80. 767,"GV60 2021 JW 2021 Battery electric crossover based on the Hyundai E-GMP platform. 4,286",,,List of Hyundai transmissions,,,,,,,,,,"With all the new options, you'll want to figure out which trims have those can't","With all the new options, you'll want to figure out which trims have those can't-miss new features.","2614FS SPEC SHEET Options: Aluminum Wheels IPO Black Steel TV - Ceiling Mount 40"" TV - Bed","2614FS SPEC SHEET Options: Aluminum Wheels IPO Black Steel TV - Ceiling Mount 40"" TV - Bedroom 24"" Carpet Kit Swivel/Rocker (1) w/Table Opposing Rear Power Dinette W/Single Bed Two (2) Swivel Rockers IPO Fold-Up Sofa Rear Arctic Package* Rear Screen Wall Comparison of all 2023 Genesis GV70 Trims based on engine, transmission, interior, exterior, features, entertainment, safety and warranty."
,,,"Electrified GV70 2022 JK1 EV 2022 Battery electric crossover based on the GV70. 4,153",List of Hyundai engines,,,,,,,,,,,,,"In the Genesis GV70, that performance includes a towing capacity of up to 3,500","In the Genesis GV70, that performance includes a towing capacity of up to 3,500 pounds1 and class-leading horsepower with its 2.5L Turbo engine.2 Together with a suite of connected car apps - and advanced driver-assist features covering safety, navigation and audio systems - Genesis is redefining the luxury SUV ownership experience.","Full specs, floorplan, towing tips, and compatible upgrades.","Full specs, floorplan, towing tips, and compatible upgrades."
,,,,,,,,,,,,,,,,,"These packages offer different styles, features, safety systems, and comfort opt","These packages offer different styles, features, safety systems, and comfort options, which you can select to create the Genesis GV70 that's right for you.",,
,,,,,,,,,,,,,,,,,2614FS SPEC SHEET Options: Aluminum Wheels IPO Black Steel TV - Ceiling Mount 40,"2614FS SPEC SHEET Options: Aluminum Wheels IPO Black Steel TV - Ceiling Mount 40"" TV - Bedroom 24"" Carpet Kit Swivel/Rocker (1) w/Table Opposing Rear Power Dinette W/Single Bed Two (2) Swivel Rockers IPO Fold-Up Sofa Rear Arctic Package* Rear Screen Wall Comparison of all 2023 Genesis GV70 Trims based on engine, transmission, interior, exterior, features, entertainment, safety and warranty.",,
,,,,,,,,,,,,,,,,,"See detailed specs, features, packages and dimensions by trim level for the 2023","See detailed specs, features, packages and dimensions by trim level for the 2023 Genesis Electrified GV70.",,
,,,,,,,,,,,,,,,,,Standard/Optional features may change without notice.,Standard/Optional features may change without notice.,,
,,,,,,,,,,,,,,,,,This manual applies to all Genesis Branded Vehicle models and includes descripti,This manual applies to all Genesis Branded Vehicle models and includes descriptions and explanations of optional as well as standard equipment.,,
,,,,,,,,,,,,,,,,,GV70 trims have been upgraded with Heated Steering Wheel as standard equipment t,GV70 trims have been upgraded with Heated Steering Wheel as standard equipment this year.,,
,,,,,,,,,,,,,,,,,"Leatherette & Cloth, Blind Spot Monitor, Memory Seat (s), Remote Start, Front Se","Leatherette & Cloth, Blind Spot Monitor, Memory Seat (s), Remote Start, Front Seat Heaters, and Navigation System features are now available as options on select trims.",,
,,,,,,,,,,,,,,,,,RV Trader currently lists 123 Genesis Supreme RV Vortex units across the country,"RV Trader currently lists 123 Genesis Supreme RV Vortex units across the country, with 106 new and 17 used options.",,
