Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Genesis,Vortex,"Wheelbase 2,955 mm (116.3 in)","Front-engine, rear-wheel-drive",,,Transmission 8-speed automatic,Genesis GV80 AWD 2.5 litre petrol & 3.0 litre diesel variants only,,,,,,,,"The Genesis GV80 (Korean: 제네시스 GV80) is a mid-size luxury crossover SUV manufactured and marketed by Genesis, Hyundai's luxury division.","Mauna Red and Barossa Burgundy (glossy/matte) were added to the exterior, while","Mauna Red and Barossa Burgundy (glossy/matte) were added to the exterior, while Urban Brown and Vanilla Beige two-tone colors were added to the standard design model. United States In the United States, it was launched in November 2020 for the 2021 model year. It is available in rear-wheel drive, for the Standard, Advanced and Prestige trim levels and powered by the 2.5-litre turbocharged engine.","2021 Genesis Supreme Vortex IKS Fifth Wheel 2814IKS Reviews, Prices, Specifications and Ph","2021 Genesis Supreme Vortex IKS Fifth Wheel 2814IKS Reviews, Prices, Specifications and Photos."
,,,,Engine,,,Model Years Transmission Power/rpm Torque/rpm Acceleration,,,,,,,,,,"ARTIC package Note: Due to possible changes from suppliers, Genesis Supreme rese","ARTIC package Note: Due to possible changes from suppliers, Genesis Supreme reserves the right to substitute materials at anytime.","Full specs, floorplan, towing tips, and compatible upgrades.","Full specs, floorplan, towing tips, and compatible upgrades."
,,,,L Smartstream G3.5 T-GDi V6,,,(official) Top Speed,,,,,,,,,,Standard/Optional Features and Specs may change without notice.,Standard/Optional Features and Specs may change without notice.,"NEW 2021 GENESIS SUPREME VORTEX 3219VXL FIFTH WHEEL TOY HAULER, 34' 10"" FT LONG OVERALL, D","NEW 2021 GENESIS SUPREME VORTEX 3219VXL FIFTH WHEEL TOY HAULER, 34' 10"" FT LONG OVERALL, DRY WEIGHT ONLY 10,910 LBS, 2 SLIDE-OUTS, LIVING AREA SLIDE-OUT AND BEDROOM VANITY/WARDROBE SLIDE, GREY COLORED FIBERGLASS, SMOOTH SIDE, ***SIDE AISLE HALLWAY***, UPGRADED ARCTIC PACKAGE (INCLUDING HEATED AND ENCLOSED HOLDING TANKS/VALVES ..."
,,,,L Smartstream G3.5 T-GDi e-S/C V6,,,"Smartstream G2.5 T-GDi 2020–present 8-speed automatic 304 PS (224 kW; 300 hp) at 5,800 rpm 43 kg⋅m (422 N⋅m; 311 lb⋅ft; 43 kg⋅m) at 1,650–4,000 rpm 6.9 s–7.7 s 237 km/h (147 mph)",,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,Diesel:,,,"Smartstream D3.0 CRDi 2020–2022 8-speed automatic 278 PS (204 kW; 274 hp) at 3,800 rpm 60 kg⋅m (588 N⋅m; 434 lb⋅ft; 60 kg⋅m) at 1,500–3,000 rpm 6.8 s–7.5 s 230 km/h (143 mph)",,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,PS (224 kW; 300 hp) (2.5T),,,,,,,,,,,,,Only select options that are in addition to standard equipment and equipment not,Only select options that are in addition to standard equipment and equipment noted in the manufacturer or year notes shown above.,,
,,,,PS (279 kW; 375 hp) (3.5T),,,,,,,,,,,,,Standard/Optional features may change without notice.,Standard/Optional features may change without notice.,,
,,,,PS (305 kW; 409 hp) (3.5T e-S/C),,,,,,,,,,,,,"About 2021 GENESIS Vortex Window Sticker The 2021 GENESIS Vortex window sticker,","About 2021 GENESIS Vortex Window Sticker The 2021 GENESIS Vortex window sticker, also known as the Monroney Label, is a federally mandated document that displays the vehicle's key information including MSRP, standard equipment, optional features, fuel economy estimates, and safety ratings.",,
,,,,–278 PS (201–204 kW; 269–274 hp) (3.0D),,,,,,,,,,,,,"You are able to fit so many toys and outdoor equipment in the 25' 11"" garage, an","You are able to fit so many toys and outdoor equipment in the 25' 11"" garage, and the 8' laminated ramp door with beaver tail makes it easy to unload all of that gear.",,
,,,,"emissions range from 175 to 202 g/km (9.9 to 11.5 oz/mi) (2.5 L petrol), from 199 to 221 g/km (11.3 to 12.5 oz/mi) (3.5 L petrol) and from 164 to 188 g/km (9.3 to 10.7 oz/mi) (3.0 L diesel). The EU target for the CO",,,,,,,,,,,,,"NEW 2021 GENESIS SUPREME VORTEX 3219VXL FIFTH WHEEL TOY HAULER, 34' 10"" FT LONG","NEW 2021 GENESIS SUPREME VORTEX 3219VXL FIFTH WHEEL TOY HAULER, 34' 10"" FT LONG OVERALL, DRY WEIGHT ONLY 10,910 LBS, 2 SLIDE-OUTS, LIVING AREA SLIDE-OUT AND BEDROOM VANITY/WARDROBE SLIDE, GREY COLORED FIBERGLASS, SMOOTH SIDE, ***SIDE AISLE HALLWAY***, UPGRADED ARCTIC PACKAGE (INCLUDING HEATED AND ENCLOSED HOLDING TANKS/VALVES ...",,
