Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,MINI,KW,Wheelbase,Platform SGMW Global Small Electric Vehicle[4][5],Transmission 1-speed direct-drive,,The Macaron is equipped with a small electric motor that generates a more powerful 20 kW (27 hp; 27 PS) and 85 N⋅m (63 lb⋅ft) of torque compared to the previously launched base trim while range remains unchanged.[20],"Standard safety features of the Mini EV include anti-lock brakes, tire pressure","Standard safety features of the Mini EV include anti-lock brakes, tire pressure monitoring sensors, and rear parking sensors.","Whether you're planning a weekend getaway or an extended cross-country road trip, these li","Whether you're planning a weekend getaway or an extended cross-country road trip, these lightweight travel trailers offer the perfect combination of ease of towing and home-like comfort."
,,,"In 2023, A Turkish company called Rainwoll announced a rebadged version of Wuling Hongguang Mini EV called the Rainwoll RW10. It is sold in 3 trim levels; Basic, Comfort, and Macaron.",Electric motor 1x1XM AC permanent magnet synchronous motor,,,"In January 2021, according to the China Passenger Car Association (CPCA), the Mini EV topped new energy vehicles sales with 25,778 units, compared to the Tesla Model 3 with 13,843 units sold in China.[30]","While early models did not include a driver airbag, later models, such as the Mi","While early models did not include a driver airbag, later models, such as the Mini EV Macaron, have this feature as standard.[8] Power is produced by an electric motor making a peak 20 kW (27 hp; 27 PS) and 85 N⋅m (63 lb⋅ft) of torque[9] with rear-wheel drive, propelling the car to a stated top speed of 100 km/h (62 mph).",,
,,,The Macaron is equipped with a small electric motor that generates a more powerful 20 kW (27 hp; 27 PS) and 85 N⋅m (63 lb⋅ft) of torque compared to the previously launched base trim while range remains unchanged.[20],Power output 15–30 kW (20–40 hp; 20–41 PS),,,"^ Qin, Chao (10 December 2024). ""五菱宏光MINIEV四门版官图 尺寸加长 内饰首次亮相 双色车"". autohome.com.cn. Retrieved 10 December 2024. The Hongguang Mini EV, with 36,762 units delivered was the world's top selling plug-in passenger car in January 2021, followed by the Tesla Model 3 with 21,589 units.","Styling wise, it is available with three exclusive paint colors and more standar","Styling wise, it is available with three exclusive paint colors and more standard features.",,
,,,"Based on the third generation model, a new Macaron edition was launched by the end of 2023. The updated model features an additional passenger airbag and an extended CTLC range of 215 km, and fast charging enabling a 30% to 80% SoC charging time of 35 minutes.",kWh NMC SinoEV,,,"^ Jose, Pontes (2 February 2021). ""Global Top 20 – December 2020"". EVSales.com. Retrieved 3 March 2021. ""The Tesla Model 3, with 365,240 units delivered was the world's top selling plug-in passenger car in 2020.""",The MINI USA 2025 Model Year Full Model Line Options and Equipment are now avail,The MINI USA 2025 Model Year Full Model Line Options and Equipment are now available for download.,,
,,,"Wheelbase 1,965–2,190 mm (77.4–86.2 in)",kWh LFP Ningfu/SinoEV,,,"^ Jose, Pontes (21 January 2021). ""China December 2020"". EVSales.com. Retrieved 3 March 2021. ""The Tesla Model 3, with 139,925 units delivered, was the China's top selling plug-in passenger car in 2020.""",Please download the attached file to view the full line options and ...,Please download the attached file to view the full line options and ...,,
,,,"^ ""Wuling Hongguang Mini EV 2022 – detailed specifications and trim levels"". DB.CarNewsChina.com. Retrieved 15 April 2025.",kWh LFP Gotion/Ningu,,,"^ Jose, Pontes (28 February 2021). ""Global Top 20 January 2021"". EVSales.com. Retrieved 3 March 2021. The Hongguang Mini EV, with 36,762 units delivered was the world's top selling plug-in passenger car in January 2021, followed by the Tesla Model 3 with 21,589 units.","U25 MINI Countryman Options 3P0 20"" Windmill Spoke 2-tone with all season tires","U25 MINI Countryman Options 3P0 20"" Windmill Spoke 2-tone with all season tires (20x8.0, 245/40 R20) In combination with ZHI 3P0 requires ordering 7EP $1,200 Selected optional equipment National-market version or national-market equipment Options for later release and software update This also applies to safety functions and systems.",,
,,,Formo MaxLongkaRongguang,kWh LFP Key Power,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,kWh LFP Gotion/GPE/Ningfu,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,kWh LFP SinoEV/Key Power/GPE[6],,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,Electric range 120–300 km (75–186 mi) (NEDC),,,,"Options 1K8 19"" John Cooper Works Runway Spoke black 1KT 20"" John Cooper Works F","Options 1K8 19"" John Cooper Works Runway Spoke black 1KT 20"" John Cooper Works Flag Spoke 2-tone with summer tires 1KU 20"" John Cooper Works Flag Spoke 2-tone with sport tires 300 Space-saver spare 381 Roof in body color Notes 2025 MINI Countryman Specs, Features & Options Here's everything you need to know about each trim in the 2025 MINI Countryman lineup.",,
