Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Cadillac,XT6,"Wheelbase 112.7 in (2,863 mm)","Front-engine, front-wheel-drive",Transmission 9-speed 9T50 automatic,"The XT6 comes with either a 2.0L I4 turbo engine, making 237 hp (177 kW) or a 3.6L V6 LGX engine, making 310 hp (231 kW). Each engine is mated to a nine-speed automatic transmission with next-generation Electronic Precision Shift. A choice of AWD and FWD are offered.[8]","Predecessor Cadillac SRX (1st generation, 7-passenger models)",Cadillac describes the XT6 as a “mid-size plus” vehicle as they see the XT5 as t,"Cadillac describes the XT6 as a “mid-size plus” vehicle as they see the XT5 as their primary mid-size CUV.[5] In April 2025, General Motors announced that the XT6 would be discontinued by the end of 2025 in North America.[6] Seating[edit] The XT6 has standard seven passenger seating, with a six-seat configuration as an option.","Family Atmosphere · Community Involved Dealer · New Showroom Styles: Sedans, SUVs, Crosso","Family Atmosphere · Community Involved Dealer · New Showroom Styles: Sedans, SUVs, Crossovers Explore the luxuriously crafted 2025 Cadillac XT6 mid-size SUV equipped with hands-free driver assistance technology, 3 rows of seating, and 3.5L V6 engine."
,,,"The XT6 has standard seven passenger seating, with a six-seat configuration as an option. Genuine leather offered on premium lux and sport. [7]","Front-engine, all-wheel-drive","The XT6 comes with either a 2.0L I4 turbo engine, making 237 hp (177 kW) or a 3.6L V6 LGX engine, making 310 hp (231 kW). Each engine is mated to a nine-speed automatic transmission with next-generation Electronic Precision Shift. A choice of AWD and FWD are offered.[8]",,"The XT6 has standard seven passenger seating, with a six-seat configuration as an option. Genuine leather offered on premium lux and sport. [7]","Reviewers also criticized the lack of an optional hybrid powertrain, which is av","Reviewers also criticized the lack of an optional hybrid powertrain, which is available on a number of the XT6's competitors.",,
,,,Trim levels[edit],Engine,,,"The XT6 comes with either a 2.0L I4 turbo engine, making 237 hp (177 kW) or a 3.6L V6 LGX engine, making 310 hp (231 kW). Each engine is mated to a nine-speed automatic transmission with next-generation Electronic Precision Shift. A choice of AWD and FWD are offered.[8]","Jun 30, 2024GM Authority is providing an in-depth look at 2025 Cadillac XT6 pric","Jun 30, 2024GM Authority is providing an in-depth look at 2025 Cadillac XT6 pricing with the following breakdown, including all of the options and packages on offer.",,
,,,"Trim levels on the XT6 include ""Luxury"", ""Premium Luxury"", and ""Sport"".",L LGX V6 (North America),,,"^ ""Chevrolet Silverado and GMC Sierra Deliver GM's 2nd Consecutive Year of Full-Size Pickup Sales Leadership in 2021"". General Motors Corporate Newsroom. General Motors. January 4, 2022. Retrieved January 19, 2022.","2025 Cadillac XT6 Specs, Features & Options Here's everything you need to know a","2025 Cadillac XT6 Specs, Features & Options Here's everything you need to know about each trim in the 2025 Cadillac XT6 lineup.",,
,,,,"The XT6 comes with either a 2.0L I4 turbo engine, making 237 hp (177 kW) or a 3.6L V6 LGX engine, making 310 hp (231 kW). Each engine is mated to a nine-speed automatic transmission with next-generation Electronic Precision Shift. A choice of AWD and FWD are offered.[8]",,,,"Jul 10, 2024Check out a detailed guide to 2025 Cadillac XT6 pricing, including a","Jul 10, 2024Check out a detailed guide to 2025 Cadillac XT6 pricing, including all available options and packages for the three-row luxury crossover.",,
,,,,"^ Cadillac XT6 To Offer 2.0L Turbo Engine In China from GM Authority (March 5, 2019)",,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,"Premium materials, dynamic performance options, and generous space characterize","Premium materials, dynamic performance options, and generous space characterize this three-row luxury SUV.",,
,,,,,,,,Compare the standard equipment in each 2025 Cadillac XT6 trim level using the ..,Compare the standard equipment in each 2025 Cadillac XT6 trim level using the ...,,
,,,,,,,,2025 Cadillac XT6 Configurations Select up to 3 trims below to compare some key,2025 Cadillac XT6 Configurations Select up to 3 trims below to compare some key specs and options for the 2025 Cadillac XT6.,,
,,,,,,,,"Explore engine options, features, then schedule a test drive in Pasadena.","Explore engine options, features, then schedule a test drive in Pasadena.",,
