Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Infiniti,Q60,"Wheelbase 2,850 mm (112.2 in)[2]","Layout Front-engine, rear-wheel-drive",Transmission 7-speed 7R01 automatic,t AWD 7.4 s,"The Infiniti Q60 is a 2-door luxury coupe manufactured by Japanese automaker Nissan. It is the successor to the Infiniti G coupe and convertible. The Q60 nameplate was first used as a rebadging of Infiniti G Line. A new version was introduced in early 2016, as a 2017 model.[1]","Early models included 2.0t, followed by the 3.0t in 406 PS (299 kW; 400 hp) tune","Early models included 2.0t, followed by the 3.0t in 406 PS (299 kW; 400 hp) tune.[11] The second-generation Q60 received many major upgrades like a lower and wider body, introduction of second-generation Direct Adaptive Steering, a drive mode selector with a custom settings profile, standard hydraulic electronic rack and pinion power steering system, introduction of Dynamic Digital Suspension, a retuned seven speed automatic transmission, active grille shutters on the V6 engine models, and turb",,
,,,"The Q60 is available in several trims: Pure, Luxe, Sport and Red Sport 400.","Front-engine, all-wheel-drive",speed 7G-Tronic automatic,t AWD 5.5 s,Predecessor Infiniti G (renamed from),There is no longer a manual transmission option for the second generation.,There is no longer a manual transmission option for the second generation.,,
,,,t (Red Sport 400) 406 PS (299 kW; 400 hp) @ 6400 475 N⋅m (350 lb⋅ft) @ 1600-5200 4.5 s,Engine,,t AWD (Red Sport 400) 4.7 s,"The Q60 is available in several trims: Pure, Luxe, Sport and Red Sport 400.","For 2018 model year, the ProAssist Package consisted of Predictive Forward Colli","For 2018 model year, the ProAssist Package consisted of Predictive Forward Collision Warning, Forward Emergency Braking with Pedestrian Detection, Blind Spot Warning, Around View Monitor with Moving Object Detection, front and rear parking sensors, rain-sensing wipers and Backup Collision Intervention with Rear Cross Traffic Alert.",,
,,,t AWD (Red Sport 400) 4.7 s,L M274 DE20 AL turbo I4,,,Project Black S[edit],"The ProActive Package adds adaptive cruise control, lane departure warning and p","The ProActive Package adds adaptive cruise control, lane departure warning and prevention, Blind Spot Intervention, Distance Control Assist, a more advanced climate control system with Plasmacluster and Grape Polyphenol filter, auto leveling adaptive front headlights with high beam assist, front seat pre-crash seatbelts and Direct Adaptive Steering.",,
,,,"Production of the Infiniti Q60 coupé began in Nissan's manufacturing facility in Tochigi, Japan for export only.[25][26] In 2019, Infiniti was testing some of its current models at the Spaceport America desert test tracks, such as its Q50 sports sedan and Q60 sports coupe.[27]",L VR30DDTT twin-turbo V6,,,Infiniti Q60 Project Black S Concept,"^ Jump up to: a b ""Nissan Group reports 2022 fourth quarter and 2022 calendar y","^ Jump up to: a b ""Nissan Group reports 2022 fourth quarter and 2022 calendar year U.S.",,
,,,^ Designed and engineered to perform – Infiniti reveals daring Q60 sports coupe at 2016 NAIAS,Engines[edit],,,t (Red Sport 400) 406 PS (299 kW; 400 hp) @ 6400 475 N⋅m (350 lb⋅ft) @ 1600-5200 4.5 s,"^ Jump up to: a b ""Nissan Group reports fourth-quarter 2022 and calendar year 2","^ Jump up to: a b ""Nissan Group reports fourth-quarter 2022 and calendar year 2022 Canadian sales"".",,
,,,^ Infiniti Q60 sports coupe and QX30 premium active crossover set to make European debut at Geneva Motor Show,Gasoline engines[23][24] hide,,,t AWD (Red Sport 400) 4.7 s,"^ Jump up to: a b ""Nissan Group reports 2024 fourth quarter and 2024 calendar y","^ Jump up to: a b ""Nissan Group reports 2024 fourth quarter and 2024 calendar year U.S.",,
,,,^ INFINITI announces U.S. pricing and reservation program for all-new 2017 Q60 Sports Coupe,Model Years Engine Power at rpm Torque at rpm 0–60 mph (0–97 km/h) CO2 Emissions,,,^ Designed and engineered to perform – Infiniti reveals daring Q60 sports coupe at 2016 NAIAS,"^ Jump up to: a b ""Nissan Group Reports Fourth Quarter and Annual Sales for 202","^ Jump up to: a b ""Nissan Group Reports Fourth Quarter and Annual Sales for 2024"".",,
,,,^ INFINITI announces U.S. pricing for the all-new 400-horsepower 2017 Q60 Red Sport 400,"t 2016–2022 1,991 cc (121 cu in) I4 turbo",,,^ INFINITI announces U.S. pricing for the all-new 400-horsepower 2017 Q60 Red Sport 400,"2022 INFINITI Q60 Specs, Features & Options Here's everything you need to know a","2022 INFINITI Q60 Specs, Features & Options Here's everything you need to know about each trim in the 2022 INFINITI Q60 lineup.",,
,,,^ INFINITI announces U.S. pricing for 2017 Q60 3.0t Sport,(Mercedes-Benz M 274 DE 20 AL) 211 PS (155 kW; 208 hp) @ 5500 350 N⋅m (258 lb⋅ft) @ 1500-3500 6.9 s 156 g/km,,,^ INFINITI and Renault Sport Formula One join forces to create Project Black S,"Pricing and Which One to Buy The price of the 2022 Infiniti Q60 starts at $43,32","Pricing and Which One to Buy The price of the 2022 Infiniti Q60 starts at $43,325 and goes up to $59,775 depending on the trim and options.",,
