Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,,"Cooper S ALL4 2014–2016 1.6 L (1,598 cc) I4 turbo () 190 PS (140 kW; 187 hp) at 5,500, 240 N⋅m (177 lb⋅ft) at 1,600-5,000","Cooper D Auto 2011–2016 1.6 L (1,598 cc) I4 turbo 111 PS (82 kW; 109 hp) at 4,000, 270 N⋅m (199 lb⋅ft) at 1,750-2,250 6-speed auto",,,"2024 MINI Countryman Specs, Features & Options Here's everything you need to kno","2024 MINI Countryman Specs, Features & Options Here's everything you need to know about each trim in the 2024 MINI Countryman lineup.",,
,,,,,,,,"Feb 24, 2025Technical specifications of the MINI Countryman S ALL4_ valid from 0","Feb 24, 2025Technical specifications of the MINI Countryman S ALL4_ valid from 03/2024 PDF, EN, 58.37 KB Technical specifications of the MINI John Cooper Works Countryman ALL4_ valid from 03/2024 PDF, EN, 95.76 KB Watch the webcast of the BMW Group Press Conference at the Auto China 2026 in Beijing.",,
,,,,,,,,Infotainment and Connectivity The base trim levels of the 2024 Countryman All4 a,"Infotainment and Connectivity The base trim levels of the 2024 Countryman All4 are equipped with a 6.5-inch infotainment touchscreen, which offers standard Apple CarPlay compatibility, Bluetooth audio streaming, and SiriusXM satellite radio.",,
,,,,,,,,Optional features include a larger 8.8-inch display with in-dash navigation and,Optional features include a larger 8.8-inch display with in-dash navigation and voice commands.,,
,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,"Jun 10, 2024The MINI brand is synonymous with style, innovation, and performance","Jun 10, 2024The MINI brand is synonymous with style, innovation, and performance and over the years have developed a number of packages designed to allow customers to personalise, upgrade and perfect their MINIs.",,
,,,,,,,,"For new MINIs from 2022 onwards, MINI have streamlined their product offering, c","For new MINIs from 2022 onwards, MINI have streamlined their product offering, combining option packs to make them easier to understand.",,
,,,,,,,,Used MINI Packs Explained With all MINIs between 2022 and the new MINI release i,"Used MINI Packs Explained With all MINIs between 2022 and the new MINI release in 2024, the Premium Pack comes as standard.",,
