Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,"Interior (HR-V Sport, US)",L L15BP/L15BS DOHC VTC I4 turbo,CVT 2015–2022,,,"Although the manual transmission is no longer available, Honda tweaked the CVT7","Although the manual transmission is no longer available, Honda tweaked the CVT7 transmission as well as the optional all-wheel drive system.",,
,,,^ Sales figures for North America for calendar year 2022 onwards are based on the ZR-V.,L L15BY DOHC VTC I4 turbo,"i-VTEC L15B 1,497 cc (91.4 cu in) I4 132 PS (130 hp; 97 kW) at 6,600 rpm 155 N⋅m (114 lb⋅ft) at 4,600 rpm 6-speed manual",,,"Despite being a global model, Honda did not market the second-generation HR-V in","Despite being a global model, Honda did not market the second-generation HR-V in India where it has significant operations, citing uncompetitive pricing compared to its rivals and potentially high investment for the localization of components.[60] A Honda executive cited an example of the crossover's electric parking brake which comes standard with the vehicle that would inflate the cost, while the vehicle was not designed with a manual handbrake in mind.",,
,,,^ Figures based on registration (Malaysia),Diesel:,CVT 2013–2022,,,"^ ""2018 Honda HR-V facelift open for booking in Malaysia - new RS variant, LaneW","^ ""2018 Honda HR-V facelift open for booking in Malaysia - new RS variant, LaneWatch, six airbags as standard"".",,
,,,"^ ""Honda Urban SUV concept previews Fit-based crossover"". Autoblog. 14 January 2013.",L N16A DOHC i-DTEC I4 Common rail turbo-diesel,"VTEC Turbo L15B7 1,497 cc (91.4 cu in) turbocharged I4 185 PS (182 hp; 136 kW) at 5,500 rpm 240 N⋅m (180 lb⋅ft) at 1,900–5,000 rpm (manual)",,,"""2019 Honda HR-V Has a New Face and Equipment"".","""2019 Honda HR-V Has a New Face and Equipment"".",,
,,,"^ Quiroga, Tony (21 November 2013). ""Translate ""Honda Vezel"" to the U.S. Market and You Get the Production Fit-Based SUV [2013 Tokyo Auto Show]"". Car and Driver. Retrieved 28 October 2020.",Petrol hybrid:,"N⋅m (160 lb⋅ft) at 1,700–5,500 rpm (CVT) 6-speed manual",,,,,,
,,,"^ ""Honda HR-V tem preços para caçar EcoSport: de R$ 69.900 e R$ 88.700"". uol.com.br.",,,,,,,,
,,,"^ ""Report - Honda Vezel NOT coming to India; Brio-based SUV under consideration"". Indianautosblog. 27 December 2013. Retrieved 31 December 2020.",,,,,,,,
,,,"^ Lee, Jonathan (4 April 2022). ""2023 Honda HR-V for US market – Civic-based, Corolla Cross-fighting SUV with independent rear suspension"". Paul Tan's Automotive News. Retrieved 6 June 2025.",,,,,,,,
,,,"^ ""Honda HR-V European sales figures"". Carsalesbase. 29 January 2014. Retrieved 10 August 2019.",,,,,,,,
,,,"^ ""Honda HR-V : Popularity over the Years"". data.gov.my.",,,,,,,,
