Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,MINI,KW,"For the limited production vehicle released for demonstration in 2009, see Mini E.",Mini Electric,Transmission Single speed with fixed ratio,,Predecessor Mini E,Munich/London: BMW Group.,Munich/London: BMW Group.,Package Premium Steptronic (DKG) 2022 Internal combustion engine (Otto) - Front-wheel (FWD,Package Premium Steptronic (DKG) 2022 Internal combustion engine (Otto) - Front-wheel (FWD) - 131 kW / 178 HP - 1998 ccm 2021 MINI Cooper Configurations Select up to 3 trims below to compare some key specs and options for the 2021 MINI Cooper.
,,,door convertible (Limited 999 Units),Mini Electric (pre-facelift),"The top speed of the Mini Electric is limited to 150 km/h (93 mph).[9] The Mini Electric has a luggage capacity ranging between 211 and 731 litres, depending on how many seats are used.[12]",,"A facelifted version of the Mini Cooper was unveiled in 2021,[16][17] reducing the use of bright yellow trim and badges.[18]","Model Year 2021 MINI Lineup Pricing and Equipment Updates Woodcliff Lake, N.J.,","Model Year 2021 MINI Lineup Pricing and Equipment Updates Woodcliff Lake, N.J., June 8, 2020.",,
,,,"Wheelbase 2,495 mm (98.2 in)",Electric motor 135 kW (181 hp) synchronous electric motor[1],"^ ""Mini introduces all-new Mini Electric"". Goodwood Festival of Speed. Archived from the original on 12 July 2019. Retrieved 12 July 2019.",,"In 2021, Paul Smith designed the MINI STRIP, a version of the Mini Electric which shows sustainable ideas, for example a panoramic roof and car mats by remanufactured materials as well as cork in the interior.[29][30]",Latest technology in the 2021 Mini John Cooper Works Countryman: Compare all spe,"Latest technology in the 2021 Mini John Cooper Works Countryman: Compare all specifications and configurations of the 2021 Mini John Cooper Works Countryman, special features and options, and ...",,
,,,"The top speed of the Mini Electric is limited to 150 km/h (93 mph).[9] The Mini Electric has a luggage capacity ranging between 211 and 731 litres, depending on how many seats are used.[12]",Battery 32.6 kWh[2],"^ Bharath, Khris (19 August 2021). ""Mini Strip by Paul Smith Illustrates Electric Just How Much Excess There Is"". TopSpeed. Archived from the original on 17 October 2022. Retrieved 26 September 2021.",,"^ White, Annie (6 March 2019). ""The 2020 Mini Cooper S E Hardtop Will Be Mini's First Electric Vehicle"". Car and Driver. Archived from the original on 13 December 2021. Retrieved 13 December 2021.",Package Premium Steptronic (DKG) 2022 Internal combustion engine (Otto) - Front-,Package Premium Steptronic (DKG) 2022 Internal combustion engine (Otto) - Front-wheel (FWD) - 131 kW / 178 HP - 1998 ccm 2021 MINI Cooper Configurations Select up to 3 trims below to compare some key specs and options for the 2021 MINI Cooper.,,
,,,"A facelifted version of the Mini Cooper was unveiled in 2021,[16][17] reducing the use of bright yellow trim and badges.[18]",Electric range 235 kilometres (144 miles WLTP),"""Owner's Manual: Mini Cooper SE"" (PDF). Mini USA.",,"^ ""The MINI Electric Pacesetter inspired by JCW. The first electric MINI as a FIA Formula E Safety Car"" (Press release). BMW Group. 30 March 2021. Archived from the original on 13 December 2021. Retrieved 13 December 2021.","Feb 3, 2025MINI Clubman and MINI Countryman models also have additional equipmen","Feb 3, 2025MINI Clubman and MINI Countryman models also have additional equipment, including Real Time Traffic Information, ConnectedDrive Services and Remote Services.",,
,,,The Mini Electric should not be confused with the 2010 Mini E which was a limited production vehicle used as a technology and market test platform.[19][20],Plug-in charging 11 kW on-board AC charger (CCS),,,,"On 2021 models, the Navigation Pack is standard on the new MINI Electric models.","On 2021 models, the Navigation Pack is standard on the new MINI Electric models.",,
,,,,Successor Mini Cooper Electric,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,"The top speed of the Mini Electric is limited to 150 km/h (93 mph).[9] The Mini Electric has a luggage capacity ranging between 211 and 731 litres, depending on how many seats are used.[12]",,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,The Mini Electric should not be confused with the 2010 Mini E which was a limited production vehicle used as a technology and market test platform.[19][20],,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,"In 2021, Paul Smith designed the MINI STRIP, a version of the Mini Electric which shows sustainable ideas, for example a panoramic roof and car mats by remanufactured materials as well as cork in the interior.[29][30]",,,,Vehicle features and options is offered in the model series.,Vehicle features and options is offered in the model series.,,
,,,,Mini Electric Concept at IAA 2017,,,,"Therefore, this Owner's Manual also describes and illustrates fea-tures and func","Therefore, this Owner's Manual also describes and illustrates fea-tures and functions that are not available in a vehicle, for example because of the se-lected optional features o This also applies to safety-related functions and systems.",,
,,,,"Electric Pacesetter, 2021",,,,Latest technology in the 2021 Mini Cooper Electric Hardtop: Compare all specific,"Latest technology in the 2021 Mini Cooper Electric Hardtop: Compare all specifications and configurations of the 2021 Mini Cooper Electric Hardtop, special features and options, and check out ...",,
,,,,"^ ""2020 Mini Electric: price, on sale date, electric range and info"". The Sunday Times. 9 July 2019. Archived from the original on 19 July 2019. Retrieved 19 July 2019.",,,,2021 MINI Cooper Configurations Select up to 3 trims below to compare some key s,2021 MINI Cooper Configurations Select up to 3 trims below to compare some key specs and options for the 2021 MINI Cooper.,,
,,,,"^ ""INTRODUCING THE FIRST ALL-ELECTRIC MINI"". Mini (marque). Archived from the original on 18 July 2019. Retrieved 18 July 2019.",,,,,,,
,,,,"^ Kew, Ollie (2 February 2020). ""Six things we learned about the Mini Electric"". Top Gear. Archived from the original on 14 December 2021. Retrieved 14 December 2021.",,,,,,,
