Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Buick,Encore,"Wheelbase 2,555 mm (100.6 in)","Layout Front-engine, front-wheel drive or all-wheel-drive",Transmission,"The ""Encore"" designation was previously used by American Motors Corporation (AMC) for the subcompact two and four-door hatchback variants of the U.S.-built front-wheel drive Renault Alliance from 1984 to 1987.[4]","^ ""Chevrolet Silverado and GMC Sierra Deliver GM's 2nd Consecutive Year of Full-Size Pickup Sales Leadership in 2021"". General Motors Corporate Newsroom. General Motors. January 4, 2022. Retrieved January 19, 2022.",The Ecotec direct-injection engine package includes Stop/Start technology to imp,"The Ecotec direct-injection engine package includes Stop/Start technology to improve fuel economy and was made available as an option on all but the base model for 2017 and 2018.[8] In 2017, the model levels became Base, Preferred, Sport Touring, Preferred II, Essence, and Premium.",,
,,,"Wheelbase 2,570 mm (101.2 in)",Engine,speed manual,"Layout Front-engine, front-wheel drive or all-wheel-drive",,"All trims except for the mid-level Preferred trim were discontinued, and the Pre","All trims except for the mid-level Preferred trim were discontinued, and the Preferred became the new ""base model"" of the Encore, with limited exterior color options, only one interior color option, and condensed options.",,
,,,"^ ""Buick Encore China auto sales figures"". carsalesbase.com. April 22, 2015. Retrieved January 20, 2022.",L A14NET I4 turbo,speed GM 6T40 automatic,",386 kg (3,056 lb) (4WD)",,Since some options may ...,Since some options may ...,,
,,,,L B14XFT I4 turbo,speed GM 6T40 automatic (1.0T),CVT (1.3T FWD),,"2022 Buick Encore Specs, Features & Options Here's everything you need to know a","2022 Buick Encore Specs, Features & Options Here's everything you need to know about each trim in the 2022 Buick Encore lineup.",,
,,,,Diesel:,CVT (1.3T FWD),,,Latest technology in the 2022 Buick Encore: Compare all specifications and confi,"Latest technology in the 2022 Buick Encore: Compare all specifications and configurations of the 2022 Buick Encore, special features and options, and check out specs and trims on CarBuzz Learn about the Prefered trim model options for the 2022 Buick Encore, and see which is best for you.",,
,,,,L B16DTN I4 turbo,"^ ""2016 Buick Encore Owner's Manual"" (PDF). General Motors. 2015. p. 158. Archived from the original (PDF) on July 5, 2016.",,,2022 Buick Encore Configurations Select up to 3 trims below to compare some key,2022 Buick Encore Configurations Select up to 3 trims below to compare some key specs and options for the 2022 Buick Encore.,,
,,,,L B16DTH I4 turbo,,,,"The base trim for the 2022 Encore, the Preferred, comes with the choice of two a","The base trim for the 2022 Encore, the Preferred, comes with the choice of two available powertrains: the standard powertrain is a 1.2L turbocharged 3-cylinder engine paired with Buick's continuously variable transmission or the optional AWD model with a 1.3L turbocharged 3-cylinder engine with a 9-speed automatic transmission.",,
,,,,L A17DTS I4 turbo,,,,,,,
,,,,L B10XFT Ecotec I3 (turbo petrol),,,,,,,
,,,,L L3T I3 (turbo petrol),,,,,,,
,,,,The second-generation Encore was revealed alongside the Encore GX during the 2019 Shanghai Auto Show.[14] It will be available with either a 1.0 L inline-3 turbo petrol engine rated at 92 kW (123 hp) or a 1.3 L inline-3 turbo petrol producing 121 kW (162 hp).,,,,,,,
