Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Chevrolet,Blazer,"Wheelbase 112.7 in (2,863 mm)","Front-engine, front-wheel-drive","Transmission 9-speed 9T50, 9T65 automatic","When the Blazer went on sale in January 2019, it featured either FWD and AWD, with a choice of L, LT (1LT, 2LT, and 3LT), RS, and Premier trim levels.[13] Since then, the L and 1LT trim levels have been dropped.","When the Blazer went on sale in January 2019, it featured either FWD and AWD, with a choice of L, LT (1LT, 2LT, and 3LT), RS, and Premier trim levels.[13] Since then, the L and 1LT trim levels have been dropped.","In China, a version with longer rear section and optional three-row seating is o","In China, a version with longer rear section and optional three-row seating is offered, which debuted in 2019 and went on sale in April 2020.",,
,,,Trim levels[edit],"Front-engine, all-wheel-drive","^ Safet Satara (2018-07-08). ""5 Ways The Blazer Competes Outside Its Class"". TopSpeed. Retrieved 2018-07-11.",Chevrolet Blazer 2LT AWD (US),"The Blazer L and 1LT trim levels were dropped—these models were only available with FWD and the 2.5L inline-4 LCV engine. This marks the discontinuation of the 2.5L inline-4 engine for the Blazer lineup, as this engine is not offered with any other Blazer configurations.[19]",Standard features on all Blazer models include the Chevrolet Infotainment 3 syst,"Standard features on all Blazer models include the Chevrolet Infotainment 3 system with eight-inch touchscreen and Apple CarPlay and Android Auto smartphone integration, OnStar with 4G LTE Wi-Fi capabilities, keyless entry with keyless access and push-button start, and alloy wheels.",,
,,,"When the Blazer went on sale in January 2019, it featured either FWD and AWD, with a choice of L, LT (1LT, 2LT, and 3LT), RS, and Premier trim levels.[13] Since then, the L and 1LT trim levels have been dropped.",Engine,"^ Mircea Panait (2016-12-06). ""GM Hydra-Matic 9T50 Transmission Confirmed for Chevrolet Cruze, Malibu, Equinox"". autoevolution. Retrieved 2018-07-11.","The Blazer L and 1LT trim levels were dropped—these models were only available with FWD and the 2.5L inline-4 LCV engine. This marks the discontinuation of the 2.5L inline-4 engine for the Blazer lineup, as this engine is not offered with any other Blazer configurations.[19]","The Blazer was introduced in Mexico in February 2019. Trim levels available are Tela (which replaces the L), Piel (which replaces the Premier), and RS which differs in equipment list compared to the RS sold in the U.S. and Canada.[21]","Options include remote start, upgraded alloy wheels, a Bose premium audio system","Options include remote start, upgraded alloy wheels, a Bose premium audio system, GPS navigation, SiriusXM Satellite Radio, a power sunroof, heated and ventilated front bucket seats with driver's memory, red interior accents (RS trim only), and a power tailgate.",,
,,,The 2020 model year Blazer saw a 2.0L turbocharged 4 cylinder LSY engine added as an option on 2LT and 3LT level trims.[14],L LSY I4 turbo (China),,"^ ""2021 Chevrolet Blazer Premier Gets Less Advanced AWD System"". GM Authority. 30 June 2020. Retrieved 2021-05-14.","In a side-by-side comparison with the Ford Edge, Car and Driver declared the Blazer the best, for its ""responsive and stable handling, aggressive styling, and stout V-6 engine.""[62]",2020 Chevrolet Blazer 2LT AWD (US) 2020 Chevrolet Blazer 2LT AWD (US) 2019 C,2020 Chevrolet Blazer 2LT AWD (US) 2020 Chevrolet Blazer 2LT AWD (US) 2019 Chevrolet Blazer 1LT interior (US) 2020 Chevrolet Blazer RS (US) 2020 Chevrolet Blazer RS (US) Model year changes[edit] 2020[edit] The 2020 model year Blazer saw a 2.0L turbocharged 4 cylinder LSY engine added as an option on 2LT and 3LT level trims.[14] 2021[edit] The 2021 model year Blazer offers a new towing package called the VR2 Trailering Package on models equipped with front-wheel-drive and the 3.6L V6 L,,
,,,"The Blazer L and 1LT trim levels were dropped—these models were only available with FWD and the 2.5L inline-4 LCV engine. This marks the discontinuation of the 2.5L inline-4 engine for the Blazer lineup, as this engine is not offered with any other Blazer configurations.[19]",L LGX V6,,"^ ""Chevrolet Sitio Oficial | Autos, Camionetas, 4X4, Pick Up, SUV, y Autos Familiares"". ChevroletArgentina (in Spanish). Retrieved 2023-10-07.","^ ""GM to Launch Chevrolet Traverse, Colorado, In Korea"" from GM Authority (April 5, 2019)",The optional package includes the same cooling system as the aforementioned simi,"The optional package includes the same cooling system as the aforementioned similar V92 package available on AWD models and is expected to increase the maximum towing capacity of front-drive models to 4500 pounds, the same as on the AWD model.[15] Four new colors were also added, while three were dropped.",,
,,,"The Blazer was introduced in Mexico in February 2019. Trim levels available are Tela (which replaces the L), Piel (which replaces the Premier), and RS which differs in equipment list compared to the RS sold in the U.S. and Canada.[21]",kW (192 hp; 194 PS) (2.5 L),,,"^ ""Chevrolet Silverado and GMC Sierra Deliver GM's 2nd Consecutive Year of Full-Size Pickup Sales Leadership in 2021"". 4 January 2022.",The standard leather-wrapped steering wheel was replaced with a urethane steerin,"The standard leather-wrapped steering wheel was replaced with a urethane steering wheel on the L, 1LT, and 2LT trim levels.[16] The twin-clutch AWD system was removed from the Premier trim, and is now only exclusively offered on the RS trim level, while all the other models get a regular AWD system (without the twin-clutch setup).[17][18] 2022[edit] The Blazer L and 1LT trim levels were dropped—these models were only available with FWD and the 2.5L inline-4 LCV engine.",,
,,,varies by trim/option,kW (231 hp; 234 PS) (2.0 L),,,,"On the interior, all trims come standard with a larger 10-inch infotainment scre","On the interior, all trims come standard with a larger 10-inch infotainment screen (up from 8 inches on the pre-facelift version).",,
,,,"^ ""2022 Chevy Blazer To Lose L And 1LT Trim Levels"". GM Authority. 12 May 2021. Retrieved 2021-05-14.",kW (308 hp; 313 PS) (3.6 L),,,,"Qi wireless charging is now standard on the RS and Premier trims, while it will","Qi wireless charging is now standard on the RS and Premier trims, while it will become available on all other trims.",,
,,,"^ ""GM Teases All-New Three-Row Chevrolet Blazer XL In China"" from GM Authority (November 3, 2019)",The 2020 model year Blazer saw a 2.0L turbocharged 4 cylinder LSY engine added as an option on 2LT and 3LT level trims.[14],,,,Adaptive cruise control is now available on the 2LT and 3LT trim levels and the,Adaptive cruise control is now available on the 2LT and 3LT trim levels and the Chevy Safety Assist package becomes standard.[20] 2023 Blazer RS 2023 Blazer RS rear 2023 Blazer Premier interior Markets[edit] Mexico[edit] The Blazer was introduced in Mexico in February 2019.,,
,,,,"The Blazer L and 1LT trim levels were dropped—these models were only available with FWD and the 2.5L inline-4 LCV engine. This marks the discontinuation of the 2.5L inline-4 engine for the Blazer lineup, as this engine is not offered with any other Blazer configurations.[19]",,,,"Trim levels available are Tela (which replaces the L), Piel (which replaces the","Trim levels available are Tela (which replaces the L), Piel (which replaces the Premier), and RS which differs in equipment list compared to the RS sold in the U.S.",,
,,,,"In a side-by-side comparison with the Ford Edge, Car and Driver declared the Blazer the best, for its ""responsive and stable handling, aggressive styling, and stout V-6 engine.""[62]",,,,"^ ""2019 Blazer Price Starting at $29,995"" from GM Authority (September 25, 2018)","^ ""2019 Blazer Price Starting at $29,995"" from GM Authority (September 25, 2018) ^ “2020 Chevrolet Blazer: The Complete Engine Lineup” from GM Authority (from GM Authority (June 28, 2019) ^ “New Package Increases 2021 Blazer Towing Capacity On Some Models: Exclusive“ from GM Authority (June 11, 2020) ^ ""Chevy's 2021 Blazer Loses Standard Leather-Wrapped Steering Wheel"".",,
,,,,"^ “2020 Chevrolet Blazer: The Complete Engine Lineup” from GM Authority (from GM Authority (June 28, 2019)",,,,"2020 Chevrolet Blazer Specs, Features & Options Here's everything you need to kn","2020 Chevrolet Blazer Specs, Features & Options Here's everything you need to know about each trim in the 2020 Chevrolet Blazer lineup.",,
,,,,,,,,"Performance is found in the form of three available engine options, including th","Performance is found in the form of three available engine options, including the 308 ...",,
,,,,,,,,2020 Chevrolet Blazer Configurations Select up to 3 trims below to compare some,2020 Chevrolet Blazer Configurations Select up to 3 trims below to compare some key specs and options for the 2020 Chevrolet Blazer.,,
,,,,,,,,Latest technology in the 2020 Chevrolet Blazer: Compare all specifications and c,"Latest technology in the 2020 Chevrolet Blazer: Compare all specifications and configurations of the 2020 Chevrolet Blazer, special features and options, and check out specs and trims on CarBuzz 2020 Chevy Blazer Trims and Packages Great things come back better than ever!",,
