Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Genesis,G70,"Wheelbase 2,835 mm (111.6 in)","Front-engine, rear-wheel-drive",Transmission,"Theta II 2.0 T-GDi 2021–present 8-speed automatic 197 PS (145 kW; 194 hp) at 4,500–6,200 rpm 36 kg⋅m (353 N⋅m; 260 lbf⋅ft) at 1,450–3,500 rpm 8.8 s (RWD) 224 km/h (139 mph)","The Genesis G70 (Korean: 제네시스 G70) is a four-door compact executive car manufactured by the Korean luxury automaker Genesis, a luxury division of Hyundai Motor Group.","The layout has three large knobs for the climate controls, an eight-inch touch s","The layout has three large knobs for the climate controls, an eight-inch touch screen, and a small electronic shifter.[9] The interior appointments on the G70 include quilted leather seating surfaces, along with brushed aluminum and stainless steel trim.[10] Genesis G70 2.0T (pre-facelift) Rear view (pre-facelift) Genesis G70 3.3T (pre-facelift) Interior (pre-facelift) Annual Improvements[edit] 2019[edit] In 2019, the electronic parking brake was made standard, and an optional electric p",,
,,,Sport Sedan of the Year – Esquire (03/19)[45],"Front-engine, all-wheel-drive",speed M6VR2 manual[4],"PS (180 kW; 242 hp) at 6,200 rpm 6.1 s (RWD)","Starting with the 2022 model year, the manual transmission is no longer offered.[18]",A 12.3-inch (31.2cm) 3D gauge cluster also became an option for South Korean-mar,"A 12.3-inch (31.2cm) 3D gauge cluster also became an option for South Korean-market 3.3T - equipped G70s.[11] 2020[edit] The 12.3-inch 3D gauge cluster became an option for the 2.0T model, as well as making it an option to export markets.",,
,,,"^ Capparella, Joseph (2016-03-01). ""Genesis New York Concept: Subdued-Looking Sports Sedan Previews an Upcoming 3-series Rival"". Car & Driver. Retrieved 2017-05-23.",Engine,speed A8LR1/A8TR1 automatic,s (AWD) 240 km/h (149 mph),,"In 2020, the 3D gauge cluster was made available to export markets and became an","In 2020, the 3D gauge cluster was made available to export markets and became an option for 2.0T - equipped G70s.",,
,,,^ Without sport package,L Lambda II T-GDi V6[3],"Starting with the 2022 model year, the manual transmission is no longer offered.[18]","PS (188 kW; 252 hp) at 6,200 rpm[22] 5.9 s (RWD) 240 km/h (149 mph)",,"A carbon fiber package was made optional in South Korea, which includes carbon f","A carbon fiber package was made optional in South Korea, which includes carbon fiber-appointed outside mirrors and interior trim.",,
,,,^ With sport package,Diesel:,Model Years Transmission Power/rpm Torque/rpm Acceleration,"Lambda II 3.3 T-GDi 2017–present 370 PS (272 kW; 365 hp) at 6,000 rpm[23] 52 kg⋅m (510 N⋅m; 376 lbf⋅ft) at 1,300–4,500 rpm 4.7 s (RWD)",,Interior changes include an optional 10.25-inch (26cm) infotainment screen.,Interior changes include an optional 10.25-inch (26cm) infotainment screen.,,
,,,"a b ""A Luxury Sport Sedan for all Seasons: Genesis G70 Recognized with Awards from Leading Media Associations"". Genesisnewsusa.com. Genesis Motor. June 4, 2019. Retrieved June 4, 2019.","In 2019, the electronic parking brake was made standard, and an optional electric power trunk became available to buyers. A 12.3-inch (31.2cm) 3D gauge cluster also became an option for South Korean-market 3.3T - equipped G70s.[11]",(official) Top Speed,s (AWD) 240 km/h (149 mph)[24],,"The facelift G70 was released as a 2022 model in the United States, where the op","The facelift G70 was released as a 2022 model in the United States, where the optional manual transmission was discontinued.[12] On May 19, 2023, Genesis released a refreshed G70 in the South Korean market.",,
,,,,"Theta II 2.0 T-GDi 2021–present 8-speed automatic 197 PS (145 kW; 194 hp) at 4,500–6,200 rpm 36 kg⋅m (353 N⋅m; 260 lbf⋅ft) at 1,450–3,500 rpm 8.8 s (RWD) 224 km/h (139 mph)","Theta II 2.0 T-GDi 2021–present 8-speed automatic 197 PS (145 kW; 194 hp) at 4,500–6,200 rpm 36 kg⋅m (353 N⋅m; 260 lbf⋅ft) at 1,450–3,500 rpm 8.8 s (RWD) 224 km/h (139 mph)","R II 2.2 CRDi 2017–present 8-speed automatic 202 PS (149 kW; 199 hp) at 3,800 rpm 45 kg⋅m (441 N⋅m; 325 lbf⋅ft) at 1,750–2,750 rpm 7.4 s (RWD)",,Powertrain options are either a 2.0L turbo-charged Theta II gasoline engine or a,"Powertrain options are either a 2.0L turbo-charged Theta II gasoline engine or a 2.2L R II diesel engine, both of which are mated to an 8-speed automatic transmission.",,
,,,,"PS (180 kW; 242 hp) at 6,200 rpm 6.1 s (RWD)","–2020 6-speed manual 255 PS (188 kW; 252 hp) at 6,200 rpm 36 kg⋅m (353 N⋅m; 260 lbf⋅ft) at 1,400–4,000 rpm",s (AWD) 230 km/h (143 mph),,"Interior and exterior images of the G70 Shooting Brake were unveiled on May 12,","Interior and exterior images of the G70 Shooting Brake were unveiled on May 12, 2021.[13] The G70 Shooting Brake went on sale in Europe in the second half of 2021.[14][15] In South Korea, it was officially released on June 27, 2022.[16] The models are included in the Gasoline 2.0 Turbo Premium and Gasoline 2.0 Turbo Sport Package.",,
,,,,"–2020 6-speed manual 255 PS (188 kW; 252 hp) at 6,200 rpm 36 kg⋅m (353 N⋅m; 260 lbf⋅ft) at 1,400–4,000 rpm","–present 8-speed automatic 252 PS (185 kW; 249 hp) at 6,200 rpm[21]","Theta II 2.0 T-GDi 2021–present 8-speed automatic 197 PS (145 kW; 194 hp) at 4,500–6,200 rpm 36 kg⋅m (353 N⋅m; 260 lbf⋅ft) at 1,450–3,500 rpm 9.3 s (RWD) 218 km/h (135 mph)",,^ Without sport package ^ With sport package ^ Without variable exhaust ^ All-se,"^ Without sport package ^ With sport package ^ Without variable exhaust ^ All-season tires ^ Summer tires ^ With variable exhaust ^ ""Form meets function: The G70 Shooting Brake - Genesis Motor Europe"".",,
,,,,"–present 8-speed automatic 252 PS (185 kW; 249 hp) at 6,200 rpm[21]","R II 2.2 CRDi 2017–present 8-speed automatic 202 PS (149 kW; 199 hp) at 3,800 rpm 45 kg⋅m (441 N⋅m; 325 lbf⋅ft) at 1,750–2,750 rpm 7.4 s (RWD)","PS (180 kW; 242 hp) at 6,200 rpm 6.4 s (RWD)",,"^ Without sport package ^ With sport package ^ ""2019 Genesis G70 large luxury ca","^ Without sport package ^ With sport package ^ ""2019 Genesis G70 large luxury car"".",,
