Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Nissan,Leaf,"Wheelbase 2,700 mm (106.3 in)","Electric motor 110 or 160 kW EM57, synchronous[17]",Transmission Single-speed fixed (8.193:1 ratio),,Predecessor,"However, they commended the Leaf for its spacious boot, along with features like","However, they commended the Leaf for its spacious boot, along with features like standard heated seats and, in higher-end models, a heated steering wheel and leather seats.","With features like a telescoping D-shaped steering wheel, distinctive center console, and","With features like a telescoping D-shaped steering wheel, distinctive center console, and a ""floating"" touch ..."
,,,Trim lines[edit],Battery 40 or 62 kWh lithium-ion[18],,,"From 2019, a Leaf e+ (Leaf Plus in North America) variant was offered with a larger 62 kWh battery (59 kWh usable) providing an EPA range of 364 km (226 miles),[25] and a new 160 kW motor. It can use CHAdeMO chargers up to 100 kW.[26]",It is intended to serve as a reliable mobile power source for a small command ce,"It is intended to serve as a reliable mobile power source for a small command center, offering weatherproof external power outlets for site lighting, tools or emergency medical equipment.",,
,,,"Initially, the Japanese-spec Leaf are offered in 3 trim: S, X, and G.",kWh:,,,"In June 2022, the Leaf received a facelift for the 2023 model year. In the US, the EPA range was slightly reduced to 240 km (149 miles) for the 40 kWh version and 341 km (212 miles) for the 62 kWh version.[33]",The N-Connecta adds from Acenta an intelligent around view monitor with moving o,"The N-Connecta adds from Acenta an intelligent around view monitor with moving object detection and front and rear parking sensors, part synthetic leather and cloth trim, heat pack with heated seats and heated steering wheel, 43 centimetre (17 inch) alloy wheels, and privacy glass.",,
,,,"European Leafs are offered in the following trim lines: Visia, Acenta, N-Connecta, and Tekna.",AC onboard charger: 6.6 kW at 27.5 A,,,"Initially, the Japanese-spec Leaf are offered in 3 trim: S, X, and G.","Tekna adds from N-Connecta ProPILOT Advanced Driver Assistance System, Bose spea","Tekna adds from N-Connecta ProPILOT Advanced Driver Assistance System, Bose speakers, part leather seats with Ultrasuede trim, LED fog lamps with cornering function, and electronic parking brake.",,
,,,"Tekna adds from N-Connecta ProPILOT Advanced Driver Assistance System, Bose speakers, part leather seats with Ultrasuede trim, LED fog lamps with cornering function, and electronic parking brake.",DC: 50 or 100 kW,,,"In January 2019, the enlarged battery e+ (e-Plus) was added. It was equipped with a 62 kWh battery. It was offered in 2 grades: e+ X, and e+ G.[35]","The cumulative number includes over 208,000 LEAFs (first- and second-generation)","The cumulative number includes over 208,000 LEAFs (first- and second-generation), as well as about 42,000 Nissan e-NV200 medium-size vans.",,
,,,"The Mexican model arrived on 24 August 2018 as a 2019 model, and was offered in S, SL, and SL Bitono trim lines.[38]","From 2019, a Leaf e+ (Leaf Plus in North America) variant was offered with a larger 62 kWh battery (59 kWh usable) providing an EPA range of 364 km (226 miles),[25] and a new 160 kW motor. It can use CHAdeMO chargers up to 100 kW.[26]",,,"European Leafs are offered in the following trim lines: Visia, Acenta, N-Connecta, and Tekna.","Includes 20,661 used imports from neighboring countries as of 29 January 2022.","Includes 20,661 used imports from neighboring countries as of 29 January 2022.",,
,,,"Wheelbase 2,750 mm (108.3 in)[44]","In June 2022, the Leaf received a facelift for the 2023 model year. In the US, the EPA range was slightly reduced to 240 km (149 miles) for the 40 kWh version and 341 km (212 miles) for the 62 kWh version.[33]",,,"The Mexican model arrived on 24 August 2018 as a 2019 model, and was offered in S, SL, and SL Bitono trim lines.[38]","^ ""Nissan Group Reports Fourth Quarter and Annual Sales for 2024"".","^ ""Nissan Group Reports Fourth Quarter and Annual Sales for 2024"".",,
,,,"While the design is characteristic of a race car, it shares many similarities with the regular Leaf. The headlights, V-motion grille, and front and rear windows are almost the same shape, but it is distinguished by its long bonnet, large rear wing, and large wings.[45]","In January 2019, the enlarged battery e+ (e-Plus) was added. It was equipped with a 62 kWh battery. It was offered in 2 grades: e+ X, and e+ G.[35]",,,Nissan Leaf Nismo RC (with original white colour),Availability and delivery times for particular models or equipment may vary.,Availability and delivery times for particular models or equipment may vary.,,
,,,"Wheelbase 2,690 mm (105.9 in)",Nissan Leaf 40kWh variants only,,,"a b ""A decade of innovation – the LEAF's incredible journey"". A decade of innovation – the LEAF’s incredible journey. 4 December 2020. Retrieved 19 September 2023.","Specifications, options and accessories may differ in Hawaii, U.S.","Specifications, options and accessories may differ in Hawaii, U.S.",,
,,,"^ Abuelsamid, Sam (27 July 2009). ""Nissan shows off new Versa-based electric vehicle prototype"". Autoblog. Weblogs Inc. Retrieved 11 December 2010.","In 2022, the Leaf was chosen as the 'Best Family Electric Car' at the UK Carbuyer’s Best Used Car Awards.[43]",,,"^ ""アップデートされた日産リーフは、新しいデザインによって「普遍的な価値」を手に入れた"". Wired.jp. Retrieved 4 December 2017.","For additional information on availability, options or accessories, see your Nis","For additional information on availability, options or accessories, see your Nissan dealer or contact Nissan North America ...",,
,,,,"Electric motor 120 kW EM57, synchronous motor ×2[44]",,,"^ Lambert, Fred (29 September 2020). ""Nissan turns Leaf electric car into cool-looking mobile power supply for disaster relief"". Electrek. Retrieved 17 November 2020.","In addition to factory installed options,your vehicle may also be equipped with","In addition to factory installed options,your vehicle may also be equipped with addi-tional accessories installed prior to deliv-ery.",,
,,,,kWh NMC,,,"^ Mcaleer, Michael (4 January 2012). ""Sales figures for 2011 reveal Ireland's favourite cars"". Irish Times. Archived from the original on 28 January 2016. Retrieved 23 January 2016. A total of 45 Leafs were registered in Ireland in 2011 and 2 in 2010.",This manual includes information for all features and equipment available on thi,"This manual includes information for all features and equipment available on this model.Features and equipment in your ve-hicle may vary depending on model, trim level, options selected, order, date of pro-duction, region or availability.",,
,,,,kWh NMC AESC,,,,"2021 Nissan LEAF Specs, Features & Options Here's everything you need to know ab","2021 Nissan LEAF Specs, Features & Options Here's everything you need to know about each trim in the 2021 Nissan LEAF lineup.",,
,,,,Electric range,,,,A factory options lookup by VIN is a tool that retrieves the original options an,A factory options lookup by VIN is a tool that retrieves the original options and equipment installed on a vehicle using its 17-digit VIN.,,
,,,,DC: 150 kW NACS & J1772 (North America),,,,"Every VIN is linked to factory build data, which includes information about trim","Every VIN is linked to factory build data, which includes information about trim level, packages, and optional features assembled during production.",,
,,,,,,,,Running a vehicle options lookup by VIN helps buyers and owners verify the vehic,Running a vehicle options lookup by VIN helps buyers and owners verify the vehicle's original ...,,
