Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Volvo,XC40,"Wheelbase 2,702 mm (106.4 in)[2]","Volvo EX40 (electric, 2024–present)",Transmission,PS (131 kW; 176 hp) dual motor (2022 XC40 T5 Recharge AWD),"The Volvo XC40 is a subcompact luxury crossover SUV[10][11][12] (C-segment)[13] manufactured by Volvo Cars.[14] It was unveiled on 21 September 2017 as the smallest SUV model from Volvo, below the XC60. Orders started in September 2017, and manufacturing began in November 2017.","In 2022, a mild hybrid version was introduced.[19] In the United States, engine","In 2022, a mild hybrid version was introduced.[19] In the United States, engine choices are limited to the 2.0-litre four-cylinder petrol powered T4 and T5 models.[20] In 2023, Volvo removed conventional engines as an option, meaning mild hybrids are the base engine option in the US.[21] The version tested by Euro NCAP in 2018 had a kerb weight of 1,680 kilograms (3,700 lb).[22] Volvo Intellisafe is installed as standard.",Latest technology in the 2022 Volvo XC40: Compare all specifications and configurations of,"Latest technology in the 2022 Volvo XC40: Compare all specifications and configurations of the 2022 Volvo XC40, special features and options, and check out specs and trims on CarBuzz VOLVO XC40 TAKE THE WHEEL Our range of finance, service and insurance options will allow you to budget for your new Volvo around one key factor - your lifestyle."
,,,"It went on sale in late 2020, with limited quantities available in select markets.[30] Volvo announced that after the XC40 Recharge, it plans to ""launch one new electric vehicle every year, and pledges to make half its lineup fully electric by 2025.""[30]","Front-engine, front-wheel-drive",speed M76 manual,Dual motor (XC40 P8 AWD Recharge),"The XC40 Recharge Pure Electric is Volvo's first battery electric model, which was revealed on 16 October 2019. It is powered by a 78 kWh battery pack.","""Volvo EX40: electric XC40 Recharge SUV gets a new name and the option of more p","""Volvo EX40: electric XC40 Recharge SUV gets a new name and the option of more power"".",,
,,,XC40 Recharge Pure Electric Front motor June 2022 – 2023 231 PS (170 kW; 228 hp) 329 N⋅m (243 lb⋅ft) 69 425 kilometres (264 mi) up to 150kW Electric motor on front axle,"Front-engine, all-wheel-drive",speed 7DCT DCT,Hybrid drivetrain PHEV (XC40 T5 Twin Engine/XC40 T4 & T5 Recharge),"The model shared the front end, front doors and interior design as the conventional XC40.[35] The main difference between the XC40 and the C40 is the roofline, with the C40 having a coupe-style sloping roofline.",Volvo XC40 MY22 Price and Equipment List This document provides a detailed price,"Volvo XC40 MY22 Price and Equipment List This document provides a detailed price and equipment list for the Volvo XC40, Model Year 2022, valid from February 1, 2021.",,
,,,XC40 Recharge Single-motor Rear motor 2023–present 238 PS (175 kW; 235 hp) 330 N⋅m (243 lb⋅ft) 69 474 kilometres (295 mi) up to 175kW Electric motor on rear axle,"Front-motor, front-wheel-drive (electric, 2018–2023)",speed AW TG-81SC automatic[2],Volvo XC40 T5 First Edition AWD,Red Dot Design Award 2018[66],Engines and Specifications The Volvo XC40 is available with various engine optio,"Engines and Specifications The Volvo XC40 is available with various engine options, including gasoline and plug-in hybrid powertrains, across different trim levels.",,
,,,XC40 P8 AWD Recharge Dual motors 2020–2023 408 PS (300 kW; 402 hp) 660 N⋅m (487 lb⋅ft) 78 418 kilometres (260 mi) up to 150kW 2 electric motors on front and rear axle,"Rear-motor, rear-wheel-drive (electric, 2023–present)[8]",Single-speed automatic (electric),"In 2023, the single motor version was revised by adopting the rear-wheel drive layout instead of front-wheel drive. It is the first rear-wheel-drive variant of a Volvo vehicle in 25 years. The revised version received a new motor, resulting in improved range and efficiency.[8]","Drive Car of the Year – Best Small Luxury SUV: The XC40 secured this award for four consecutive years 2021, 2022, 2023 and 2024[74]","2022 Volvo XC40 Specs, Features & Options Here's everything you need to know abo","2022 Volvo XC40 Specs, Features & Options Here's everything you need to know about each trim in the 2022 Volvo XC40 lineup.",,
,,,XC40 Recharge Twin-engine Dual motors 2023–present 408 PS (300 kW; 402 hp) 670 N⋅m (494 lb⋅ft) 82 536 kilometres (333 mi) up to 175kW 2 electric motors on front and rear axle,"Dual-motor, all-wheel-drive (electric, 2018–present)","a b c d ""Volvo XC40 Betriebsanleitung MY18"" [Volvo XC40 owner's manual MY18] (PDF). az685612.vo.msecnd.net (in German). Volvo Car Corporation. 2017. p. 652. Archived from the original (PDF) on 22 May 2018.","Similar to the XC40 Recharge Pure Electric, the C40 received a revised version with rear-wheel drive instead of front-wheel drive for the single motor version. The update improved range amongst other things.[8]","^ ""Volvo C40 front three-quarter view sketch, created by Katharina Sachs. Notice the added fifth spoke in the wheel compared to the original sketch"". media.volvocars.com. Retrieved 8 July 2022.",Latest technology in the 2022 Volvo XC40: Compare all specifications and configu,"Latest technology in the 2022 Volvo XC40: Compare all specifications and configurations of the 2022 Volvo XC40, special features and options, and check out specs and trims on CarBuzz VOLVO XC40 TAKE THE WHEEL Our range of finance, service and insurance options will allow you to budget for your new Volvo around one key factor - your lifestyle.",,
,,,Headlights (varies by trim/option) Good Poor,Engine,,T4 AWD,"^ ""Red Dot Design Award: Volvo XC40"".",Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,Headlights (varies by trim/option) Good,L B3154 I3 turbo,,T5 AWD B4204T14[41] 2017–present 247 PS (182 kW; 244 hp) at 5500 350 N⋅m (258 lb⋅ft) at 1800–4800,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,"^ ""New 2023 Volvo XC40 facelift quietly unveiled on configurator - pictures"". Auto Express. Carwow Studio Limited. 4 February 2022.",L B4204 I4 turbo,,T5 AWD B4204T36[41] 2017–present 249 PS (183 kW; 246 hp) at 5500 350 N⋅m (258 lb⋅ft) at 1800–4500,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,Petrol hybrid:,,T5 AWD B4204T18[41] 2017–present 252 PS (185 kW; 249 hp) at 5500 350 N⋅m (258 lb⋅ft) at 1500–4800,,,,,
