Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Cadillac,XT6,"Wheelbase 112.7 in (2,863 mm)","Front-engine, front-wheel-drive",Transmission 9-speed 9T50 automatic,"The XT6 comes with either a 2.0L I4 turbo engine, making 237 hp (177 kW) or a 3.6L V6 LGX engine, making 310 hp (231 kW). Each engine is mated to a nine-speed automatic transmission with next-generation Electronic Precision Shift. A choice of AWD and FWD are offered.[8]","Predecessor Cadillac SRX (1st generation, 7-passenger models)",Cadillac describes the XT6 as a “mid-size plus” vehicle as they see the XT5 as t,"Cadillac describes the XT6 as a “mid-size plus” vehicle as they see the XT5 as their primary mid-size CUV.[5] In April 2025, General Motors announced that the XT6 would be discontinued by the end of 2025 in North America.[6] Seating[edit] The XT6 has standard seven passenger seating, with a six-seat configuration as an option.","USA USA The weight of passengers, cargo and options or accessories may reduce the amount y","USA USA The weight of passengers, cargo and options or accessories may reduce the amount you can tow."
,,,"The XT6 has standard seven passenger seating, with a six-seat configuration as an option. Genuine leather offered on premium lux and sport. [7]","Front-engine, all-wheel-drive","The XT6 comes with either a 2.0L I4 turbo engine, making 237 hp (177 kW) or a 3.6L V6 LGX engine, making 310 hp (231 kW). Each engine is mated to a nine-speed automatic transmission with next-generation Electronic Precision Shift. A choice of AWD and FWD are offered.[8]",,"The XT6 has standard seven passenger seating, with a six-seat configuration as an option. Genuine leather offered on premium lux and sport. [7]","Reviewers also criticized the lack of an optional hybrid powertrain, which is av","Reviewers also criticized the lack of an optional hybrid powertrain, which is available on a number of the XT6's competitors.",3 Read the vehicle's Owner's Manual for important safety and driver assistance feature lim,3 Read the vehicle's Owner's Manual for important safety and driver assistance feature limitations and information.
,,,Trim levels[edit],Engine,,,"The XT6 comes with either a 2.0L I4 turbo engine, making 237 hp (177 kW) or a 3.6L V6 LGX engine, making 310 hp (231 kW). Each engine is mated to a nine-speed automatic transmission with next-generation Electronic Precision Shift. A choice of AWD and FWD are offered.[8]","2022 Cadillac XT6 Specs, Features & Options Here's everything you need to know a","2022 Cadillac XT6 Specs, Features & Options Here's everything you need to know about each trim in the 2022 Cadillac XT6 lineup.",,
,,,"Trim levels on the XT6 include ""Luxury"", ""Premium Luxury"", and ""Sport"".",L LGX V6 (North America),,,"^ ""Chevrolet Silverado and GMC Sierra Deliver GM's 2nd Consecutive Year of Full-Size Pickup Sales Leadership in 2021"". General Motors Corporate Newsroom. General Motors. January 4, 2022. Retrieved January 19, 2022.",2022 Cadillac XT6 STANDARD EQUIPMENT USA ...,2022 Cadillac XT6 STANDARD EQUIPMENT USA ...,,
,,,,"The XT6 comes with either a 2.0L I4 turbo engine, making 237 hp (177 kW) or a 3.6L V6 LGX engine, making 310 hp (231 kW). Each engine is mated to a nine-speed automatic transmission with next-generation Electronic Precision Shift. A choice of AWD and FWD are offered.[8]",,,,"USA USA The weight of passengers, cargo and options or accessories may reduce th","USA USA The weight of passengers, cargo and options or accessories may reduce the amount you can tow.",,
,,,,"^ Cadillac XT6 To Offer 2.0L Turbo Engine In China from GM Authority (March 5, 2019)",,,,"Certain restrictions, precautions and safety Some optional equipment described i","Certain restrictions, precautions and safety Some optional equipment described in this guide (denoted by ♦ ) may not be included in your vehicle.",,
,,,,,,,,"Although it shares components with the GMC Acadia, the 2022 Cadillac XT6 disguis","Although it shares components with the GMC Acadia, the 2022 Cadillac XT6 disguises its down-market roots with upscale styling and a feature-rich options list.",,
,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,2022 Cadillac XT6 Configurations Select up to 3 trims below to compare some key,2022 Cadillac XT6 Configurations Select up to 3 trims below to compare some key specs and options for the 2022 Cadillac XT6.,,
,,,,,,,,Latest technology in the 2022 Cadillac XT6: Compare all specifications and confi,"Latest technology in the 2022 Cadillac XT6: Compare all specifications and configurations of the 2022 Cadillac XT6, special features and options, and check out specs and trims on CarBuzz",,
