Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,,"The QX60's original 3.5-liter VQ35DE V6 engine produces an output of 265 hp (198 kW) and 248 lb⋅ft (336 N⋅m). For 2017, this was updated with direct injection. The QX60 uses a continuously variable transmission.[5]",,,,"Inside, a 12.3-inch digital instrument cluster became standard on all trims, the","Inside, a 12.3-inch digital instrument cluster became standard on all trims, the infotainment system features Google built-in, a new Klipsch audio system, and new trim and upholstery options.",,
,,,,"The 2017 QX60 was powered by a 3.5-liter, direct-injected V-6 that makes 295 hp (220 kW) and 270 lb⋅ft (366 N⋅m) of torque.",,,,"^ Jump up to: a b ""Nissan Group reports 2022 fourth quarter and 2022 calendar y","^ Jump up to: a b ""Nissan Group reports 2022 fourth quarter and 2022 calendar year U.S.",,
,,,,,,,,"^ Jump up to: a b ""Nissan Group reports fourth-quarter 2022 and calendar year 2","^ Jump up to: a b ""Nissan Group reports fourth-quarter 2022 and calendar year 2022 Canadian sales"".",,
,,,,,,,,"^ ""Nissan Group reports 2023 fourth quarter and 2023 calendar year U.S.","^ ""Nissan Group reports 2023 fourth quarter and 2023 calendar year U.S.",,
,,,,,,,,"^ ""Nissan Group Reports Fourth Quarter and Annual Sales for 2023"".","^ ""Nissan Group Reports Fourth Quarter and Annual Sales for 2023"".",,
,,,,,,,,"^ ""Nissan Group reports 2024 fourth quarter and 2024 calendar year U.S.","^ ""Nissan Group reports 2024 fourth quarter and 2024 calendar year U.S.",,
,,,,,,,,"^ ""Nissan Group reports 2025 calendar year and 2025 fourth-quarter U.S.","^ ""Nissan Group reports 2025 calendar year and 2025 fourth-quarter U.S.",,
,,,,,,,,Availability and delivery times for particular models or equipment may vary.,Availability and delivery times for particular models or equipment may vary.,,
,,,,,,,,"Specifications, options and accessories may differ in Hawaii, U.S.","Specifications, options and accessories may differ in Hawaii, U.S.",,
,,,,,,,,"For additional information on availability, options or accessories, see your INF","For additional information on availability, options or accessories, see your INFINITIRetailer or visit Final production vehicle may vary.",,
,,,,,,,,"MSRP excludes $1,195 destination and handling charge, tax, title, license [and o","MSRP excludes $1,195 destination and handling charge, tax, title, license [and options].",,
,,,,,,,,"Optional accessories are plentiful, and can include options for a virtual key, e","Optional accessories are plentiful, and can include options for a virtual key, emergency road kit, cargo net, and much more.",,
,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,,,,,"Otherwise, the Sensory and Autograph trims move a feature or two from the option","Otherwise, the Sensory and Autograph trims move a feature or two from the option column to the standard one.",,
,,,,,,,,"2023 INFINITI QX60 Specs, Features & Options Here's everything you need to know","2023 INFINITI QX60 Specs, Features & Options Here's everything you need to know about each trim in the 2023 INFINITI QX60 lineup.",,
