Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,BMW,M240i,"Wheelbase 2,690 mm (105.9 in)","Front-engine, rear-wheel-drive",Transmission,"This article is about the rear-wheel drive coupé/convertible. For other models, see BMW 2 Series.",Predecessor BMW 1 Series (E82/E88),"It came with the same N55B30 engine as the standard M235i, but was equipped with","It came with the same N55B30 engine as the standard M235i, but was equipped with a limited-slip differential, M Performance suspension, and M Performance exhaust, while power seat motors and the sunroof were eliminated to save weight.","It includes codes for automatic transmissions, leather upholstery, metallic paint, premium","It includes codes for automatic transmissions, leather upholstery, metallic paint, premium audio systems, and other interior and exterior options."
,,,"with the M Sport trim and M235-240 models can be fitted with M Performance Parts. These include a splitter, side skirts, lip spoiler and diffuser.","Front-engine, four-wheel-drive (xDrive)",speed manual,,The high-performance F87 M2 model was produced in the coupe body style. It is powered by the BMW N55 and BMW S55 turbocharged inline-six engines.,"^ ""BMW 2 Series Convertible with M Sport package revealed"".","^ ""BMW 2 Series Convertible with M Sport package revealed"".",Wheel styles are extensively coded along with tire and suspension options.,Wheel styles are extensively coded along with tire and suspension options.
,,,"and 2015 Sport Auto ""Best coupé up to €50,000""[32]",Engine,speed automatic,,Convertible models feature a 20% increase in rigidity compared to the E88 1 Series convertible and feature an electric convertible top that can be raised or lowered in 20 seconds at speeds up to 50 km/h (31 mph).[10],Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,"Auto Bild Sportscars ""Sports Car of the Year""[36]",L B38 I3 turbo,speed dual-clutch,,"Exterior designed changes including: updated front fascia, hexagonal LED headlights (Adaptive LED pack / option), updated LED taillights, and new alloy designs and exterior paint options[27]",Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,"Auto motor und sport ""Autonis Best New Design"" in the compact class[37]",L N20/B48 I4 turbo,Convertible models feature a 20% increase in rigidity compared to the E88 1 Series convertible and feature an electric convertible top that can be raised or lowered in 20 seconds at speeds up to 50 km/h (31 mph).[10],,Interior design changes including: a redesigned dashboard and additional leather and cloth options[28],"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,"^ Nica, Gabriel (25 October 2013). ""Modern, Sport and M Sport Lines Will Be Available for 2014 BMW 2 Series"". autoevolution. Retrieved 6 October 2019.",L N55/B58/S55 I6 turbo,"^ Capparella, Joey; Beard, David (11 July 2019). ""2019 BMW M2 Competition Is Quickest with a Manual Gearbox"". Car and Driver. Retrieved 6 October 2019.",,Red Dot Good Design Award[31],This document lists BMW option codes and their descriptions.,This document lists BMW option codes and their descriptions.,,
,,,"^ ""BMW 2 Series Convertible with M Sport package revealed"". Paul Tan's Automotive News. 22 September 2014. Retrieved 6 October 2019.",Diesel:,,,,"It includes codes for automatic transmissions, leather upholstery, metallic pain","It includes codes for automatic transmissions, leather upholstery, metallic paint, premium audio systems, and other interior and exterior options.",,
,,,,L N47/B47 I4 turbo,,,,Wheel styles are extensively coded along with tire and suspension options.,Wheel styles are extensively coded along with tire and suspension options.,,
,,,,The high-performance F87 M2 model was produced in the coupe body style. It is powered by the BMW N55 and BMW S55 turbocharged inline-six engines.,,,,"View detailed specs, features and options for the 2020 BMW 2-Series M240i Coupe","View detailed specs, features and options for the 2020 BMW 2-Series M240i Coupe at U.S.",,
,,,,Convertible models feature a 20% increase in rigidity compared to the E88 1 Series convertible and feature an electric convertible top that can be raised or lowered in 20 seconds at speeds up to 50 km/h (31 mph).[10],,,,After a lot of tooing and froing I've decided I'd like to get myself an M240i I',After a lot of tooing and froing I've decided I'd like to get myself an M240i I'm wondering what the must have options are on them I'd be looking at about a 2018 car I see some mention of active differential on some ads but not sure if they all have this?,,
,,,,Engines[edit],,,,"Highlights of the BMW M2 CS, BMW M2 Coupe, and BMW M240i xDrive Coupe: Prices, e","Highlights of the BMW M2 CS, BMW M2 Coupe, and BMW M240i xDrive Coupe: Prices, equipment and technical data.",,
,,,,Petrol engines[edit],,,,The latest tech The 2020 M240i starts with standard equipment like a nicely size,"The latest tech The 2020 M240i starts with standard equipment like a nicely sized 6.5-inch infotainment screen, a seven-speaker sound system, plus a host of driver-aids built in.",,
,,,,Model Years Engine Power Torque 0–100 km/h (0-62 mph),,,,"If you want more, look for the Premium package which includes a navigation syste","If you want more, look for the Premium package which includes a navigation system, access to available BMW remote services, and Apple CarPlay.",,
,,,,L I3 turbo 100 kW (134 hp),,,,,,,
,,,,L I4 turbo,,,,,,,
