Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Mazda,CX-30,"Wheelbase 2,655 mm (104.5 in)[12]","Front-engine, front-wheel-drive",Transmission,Hybrid drivetrain MHEV (e-Skyactiv-X),Predecessor Mazda CX-3 (North America and Europe) [13],"In the US, AWD became standard for the 2022 model year and the FWD model was rem","In the US, AWD became standard for the 2022 model year and the FWD model was removed from the lineup.[16] According to Naohito Saga, the CX-30's program manager, the CX-30 is targeted to drivers who are still single or are married and starting a family in the United States.",,
,,,"Headlights (all trims except Premium, pre-October 2020) Good","Front-engine, four-wheel-drive",speed Skyactiv-MT manual (1.8 L & 2.0 L),"The CX-30 features lightweight construction to improve performance and economy, and is offered in either front-wheel drive (FWD) or all-wheel drive (AWD). In the US, AWD became standard for the 2022 model year and the FWD model was removed from the lineup.[16]","The CX-30 features lightweight construction to improve performance and economy, and is offered in either front-wheel drive (FWD) or all-wheel drive (AWD). In the US, AWD became standard for the 2022 model year and the FWD model was removed from the lineup.[16]","""2022 Mazda CX-30's Now-Standard AWD Will Barely Cost You a Thing"".","""2022 Mazda CX-30's Now-Standard AWD Will Barely Cost You a Thing"".",,
,,,"Headlights (Premium trim, pre-October 2020) Poor",Engine,speed Skyactiv-Drive automatic,"^ Segura, Eleonor (2022-01-02). ""2022 Mazda CX-30's Now-Standard AWD Will Barely Cost You a Thing"". MotorTrend. Retrieved 2024-05-04.","a b Malan, Andrea (2019-08-23). ""How Mazda tailored the CX-30 to European tastes"". Automotive News. Retrieved 2019-10-12.",LEGAL Product changes and options availability: Following publication of this br,"LEGAL Product changes and options availability: Following publication of this brochure, certain changes in equipment, options, specifications, prices and other information may have occurred which would not be reflected in these pages.",,
,,,^ Figures based on registration (Malaysia),L Skyactiv-G PY-VPTS I4-turbo,Year Engine Power Torque Transmission,,"^ ""Mazda CX-30"". Red Dot. Retrieved 2020-12-14.","View detailed specs, features and options for the 2023 Mazda CX-30 2.5 S Select","View detailed specs, features and options for the 2023 Mazda CX-30 2.5 S Select Package AWD at U.S.",,
,,,"^ Bruce, Chris (2019-03-06). ""Mazda CX-30 Named Because CX-4 Already Exists"". Motor1.com. Motorsport Network. Retrieved 2019-03-07.",Gasoline Hybrid/MHEV:,– 1.8L S8-DPTS I4 turbo diesel 116 hp (118 PS; 87 kW) 200 lb⋅ft (270 N⋅m) 6-speed Skyactiv-Drive AT or Skyactiv-MT MT,,"^ Grecia, Leandre (2020-04-02). ""Mazda bags two more Red Dot Awards for the CX-30 and MX-30"". Top Gear Philippines. Summit Media. Retrieved 2020-12-14.",Research 2023 Mazda CX-30 Utility 4D S Select AWD Price with Options.,Research 2023 Mazda CX-30 Utility 4D S Select AWD Price with Options.,,
,,,"^ ""Mazda CX-30 U.S. Sales Figures"". CarSalesBase. 3 December 2019. Archived from the original on 2023-05-28. Retrieved 2021-02-05.",Diesel:,lb⋅ft (252 N⋅m) 6-speed Skyactiv-Drive AT,,,,,,
,,,"^ ""Mazda CX-30 Europe Sales Figures"". CarSalesBase. 12 November 2019. Archived from the original on 2023-05-28. Retrieved 2021-02-05.",Electric motor 5.3 kW (6.5 hp) 24-volt e-motor (e-Skyactiv-X),,,,,,,
,,,"^ ""Mazda CX-30 China Auto Sales Figures"". CarSalesBase. 29 June 2020. Archived from the original on 2023-05-28. Retrieved 2021-02-05.",kW (217 hp) e-motor (CX-30 EV e-Skyactiv - China),,,,,,,
,,,"^ ""Car Popularity"". data.gov.my.",Hybrid drivetrain MHEV (e-Skyactiv-X),,,,,,,
,,,,Battery 61.1 kWh lithium ion (CX-30 EV e-Skyactiv - China),,,,,,,
,,,,Engines[edit],,,,,,,
,,,,Year Engine Power Torque Transmission,,,,,,,
,,,,– 1.8L S8-DPTS I4 turbo diesel 116 hp (118 PS; 87 kW) 200 lb⋅ft (270 N⋅m) 6-speed Skyactiv-Drive AT or Skyactiv-MT MT,,,,,,,
,,,,– 2.0L PE-VPS I4 155 hp (157 PS; 116 kW) 150 lb⋅ft (203 N⋅m),,,,,,,
,,,,– 2.5L PY-VPS I4 186 hp (189 PS; 139 kW) (2019–2022; 2026–[27]),,,,,,,
