Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Hyundai,Ioniq 5,"Wheelbase 3,000 mm (118.1 in)",Electric motor EM07/EM17 permanent magnet synchronous motor,"The Ioniq 5 N was introduced on 14 July 2023 during the Goodwood Festival of Speed. The variant is the top-of-the-line model, marketed under the Hyundai N performance sub-brand.[27][28]",(Standard Range) 2021–2024 RWD 125 kW (170 PS; 168 hp) 350 N⋅m (258 lb⋅ft) 8.5 s 354 km (220 mi) (EPA),"In some markets, the Ioniq 5 is offered with an optional Digital Side Mirror (DSM) which replaces the conventional side mirrors with cameras and OLED screens.[23]",It is equipped with an optional head-up display with augmented reality support.,It is equipped with an optional head-up display with augmented reality support.,,
,,,"The Ioniq 5 was released in Malaysia on 9 March 2022, with three trim levels: Lite, Plus and Max. Two powertrain options are available: Standard Range (RWD) and Long Range (AWD), the latter powertrain comes standard on the top trim.[70]",Battery 58–84 kWh SK On[10] NMC lithium-ion[11],"a b ""2024 Hyundai Ioniq 5 N debuts - performance EV with 650 PS; simulated 8DCT, engine sounds; 0-100 in 3.4s"". Paul Tan's Automotive News. 14 July 2023. Retrieved 28 August 2023.",AWD 173 kW (235 PS; 232 hp)[43] 605 N⋅m (446 lb⋅ft)[44] 6.1 s 360 km (224 mi) (WLTP),"On 13 September 2023, the Ioniq 5 received an update to include BlueLink telematics system as standard on all variants.[61]",The Ioniq 5 can be optioned with a single large glass panel roof without any sup,"The Ioniq 5 can be optioned with a single large glass panel roof without any support beams.[21] The Ioniq 5 also features a front boot (alternatively called a frunk), with a 57 L (2.01 cu ft) capacity for the RWD version (except North America), while the AWD model and all North American versions have a 24 L (0.848 cu ft) capacity, due to the extra mechanical components underneath to support the front electric motor.[22] It has the ability to charge electrical equipment through the built-in V2L",,
,,,"The Ioniq 5 was released in the Philippines in February 2023, in a sole GLS trim, with two powertrain options: Standard Range and Long Range, both use a RWD (single motor) setup.[71][72]",Electric range,,(Long Range) RWD 160 kW (218 PS; 215 hp) 350 N⋅m (258 lb⋅ft) 7.4 s 451–481 km (280–299 mi) (WLTP)[45],"^ Meiners, Jens (12 April 2021). ""1970s Hyundai Pony Restored with EV Powertrain, Ultra-Cool Interior"". Car and Driver. Archived from the original on 17 April 2021. Retrieved 2 July 2021.","In some markets, the Ioniq 5 is offered with an optional Digital Side Mirror (DS","In some markets, the Ioniq 5 is offered with an optional Digital Side Mirror (DSM) which replaces the conventional side mirrors with cameras and OLED screens.[23] Rear view Interior Hyundai 45 EV Concept (front) Hyundai 45 EV Concept (rear) 2024 facelift[edit] The facelifted Ioniq 5 was revealed on March 3, 2024.",,
,,,"The facelifted Ioniq 5 debuted in the Philippines on 23 July 2025, with the new GL trim using the RWD Standard Range (single motor) powertrain.[74]",kWh:,,AWD 225 kW (306 PS; 302 hp)[46] 605 N⋅m (446 lb⋅ft)[44] 5.2 s 430–460 km (267–286 mi) (WLTP),"^ Priyantoro, Donny Dwisatryo (13 September 2023). ""Mobil Listrik Ioniq 5 Kini Dilengkapi Teknologi Hyundai Bluelink"" [The Ioniq 5 Electric Car Now Equipped with Hyundai Bluelink Technology]. Kompas (in Indonesian). Retrieved 19 November 2024.","With extended wheel arches and wider track, the Ioniq 5 N is 50 mm (2.0 in) wide","With extended wheel arches and wider track, the Ioniq 5 N is 50 mm (2.0 in) wider than the standard model and also 20 mm (0.8 in) lower.[29] The larger front motor and front external speaker mean the Ioniq 5 N loses the front boot / trunk present in other Ioniq models.",,
,,,"The Ioniq 5 was released in Vietnam on 31 July 2023. Locally assembled in Vietnam, it was available in Exclusive and Prestige trim levels, with two powertrain options: Standard Range and Long Range, both use a RWD (single motor) setup.[85]",kW (AC),,(Extra Long Range) RWD 168 kW (228 PS; 225 hp) 350 N⋅m (258 lb⋅ft) 7.3 s 488 km (303 mi) (EPA) 233 kW,"^ 旭傳科技股份有限公司 (5 January 2024). ""[U-EV]取消EV400車型、售價調降10萬元，Hyundai Ioniq 5及Ioniq 6價格編成變動"" [[U-EV] Hyundai Ioniq 5 and Ioniq 6 price lineup changes: EV400 model discontinued, price reduced by NT$100,000.]. U-CAR汽車網站 (in Chinese (Taiwan)). Retrieved 31 December 2025.",The Ioniq 5 eN1 Cup will start racing in late April 2024 in its own one-make EV,"The Ioniq 5 eN1 Cup will start racing in late April 2024 in its own one-make EV series during the Hyundai N Festival in Korea.[32][33] Hyundai Ioniq 5 N eN1 Cup car Rear view Powertrain[edit] From vehicle launch to mid-2022, the international market Long Range Ioniq 5 initially had 72.6 kWh gross battery pack, which has since then been upgraded to 77.4 kWh gross capacity, a 58 kWh gross battery pack is available for the Standard Range model.",,
,,,"The Ioniq 5 was launched in Mexico on 4 July 2024, as the first battery electric vehicle by Hyundai to be marketed in Mexico. It is available with two variants: Limited Tech and the high-performance N model.[90]","kW (DC, 58 kWh)",,AWD 239 kW (325 PS; 321 hp)[47] 605 N⋅m (446 lb⋅ft)[44] 5.1 s 412–418 km (256–260 mi) (EPA),"^ ""Xe điện Hyundai IONIQ 5 chính thức sản xuất và phân phối tại Việt Nam, giá từ 1,3 tỷ đồng"" [Hyundai IONIQ 5 electric car officially manufactured and distributed in Vietnam, price from 1.3 billion VND]. vietnam.vn (in Vietnamese). 31 July 2023.",The North American version is only available with the 58 kWh for Standard Range,The North American version is only available with the 58 kWh for Standard Range models or the newer 77.4 kWh batteries for Long Range models.,,
,,,"Car of the Year 2021, Mid-size Company Car of the Year 2021, and Premium Electric Car of the Year 2021 from Auto Express at the New Car Awards 2021.[108]","kW (DC, 77.4 kWh)",,kWh RWD 168 kW (228 PS; 225 hp) 350 N⋅m (258 lb⋅ft) 7.3 s 453–485 km (281–301 mi) (Korea),,Every Ioniq 5 has a top speed of 185 km/h (115 mph).[34] The battery can rechar,"Every Ioniq 5 has a top speed of 185 km/h (115 mph).[34] The battery can recharge 86 km (53 mi) of range in 5 minutes, or from 10 to 80% in 18 minutes, or 375 km (233 mi) in half an hour with its 800 V charging capabilities by using a 350 kW charger.[35] The peak battery speeds for the 58 kWh Standard Range are around 175 kW while it is around 230 kW on the 77.4 kWh Long Range.",,
,,,Headlights (varies by trim/option) Good Acceptable,",800–2,020 kg (3,968–4,453 lb) (58/63 kWh)",,AWD 239 kW (325 PS; 321 hp)[47] 605 N⋅m (446 lb⋅ft)[44] 5.1 s 411–451 km (255–280 mi) (Korea),,"Assembled in the country at the Hyundai Motor Group Innovation Centre facility,","Assembled in the country at the Hyundai Motor Group Innovation Centre facility, it is the first vehicle assembled in Singapore in more than 40 years.",,
,,,"^ Stopford, William (23 July 2024). ""2025 Hyundai Ioniq 5 price and specs: EV gets new tech, sporty N Line trim"". CarExpert. Retrieved 24 July 2024.",",905–2,125 kg (4,200–4,685 lb) (72.6 kWh/77.4 kWh)",,kWh 2023–present AWD 478 kW (650 PS; 641 hp)[48] 770 N⋅m (568 lb⋅ft)[49] 3.4 s[50] 448 km (278 mi) (WLTP),,"Imported from South Korea, with three trim levels offered are Premium, Exclusive","Imported from South Korea, with three trim levels offered are Premium, Exclusive and First Edition, with two powertrain options: Standard Range and Long Range, both use a RWD (single motor) setup.[82] The N Line Long Range variant was added on 20 February 2025.[83] The Ioniq 5 N was launched in Thailand on 26 September 2024.[84] Vietnam[edit] The Ioniq 5 was released in Vietnam on 31 July 2023.",,
,,,"^ ""10 Mobil Listrik Terlaris di Indonesia 2023"" [10 best-selling electric cars in Indonesia 2023]. CNN Indonesia (in Indonesian). 16 January 2024. Retrieved 21 January 2024.",",985–2,160 kg (4,376–4,762 lb) (84 kWh)",,"The Ioniq 5 was released in Malaysia on 9 March 2022, with three trim levels: Lite, Plus and Max. Two powertrain options are available: Standard Range (RWD) and Long Range (AWD), the latter powertrain comes standard on the top trim.[70]",,"Locally assembled in Vietnam, it was available in Exclusive and Prestige trim le","Locally assembled in Vietnam, it was available in Exclusive and Prestige trim levels, with two powertrain options: Standard Range and Long Range, both use a RWD (single motor) setup.[85] Europe[edit] Initial models of the Ioniq 5 in Europe was offered with a choice of two battery packs (58 kWh and 72.6 kWh), three power outputs and either rear or four-wheel drive.[86] During its introduction, a limited edition called the Project 45 was available, and only 3,000 units were made.[87] In April 2",,
,,,"^ Rahadiansyah, Rangga (13 January 2025). ""Mobil Listrik Terlaris 2024: BYD M6 Juara meski Baru Datang di Babak Kedua"" [Best-Selling Electric Cars of 2024: BYD M6 Tops the List Despite Only Entering the Second Round]. detikoto (in Indonesian). Retrieved 28 February 2025.","The Hyundai Ioniq 5 (Korean: 현대 아이오닉 5) is a battery electric compact crossover SUV[9] produced by Hyundai since 2021. It is the first product to be marketed under the Ioniq sub-brand, and the first model developed on the Hyundai Electric Global Modular Platform (E-GMP).[12]",,"The Ioniq 5 was released in the Philippines in February 2023, in a sole GLS trim, with two powertrain options: Standard Range and Long Range, both use a RWD (single motor) setup.[71][72]",,The previous 72.6 kWh battery was replaced with a 77.4 kWh battery with an incre,"The previous 72.6 kWh battery was replaced with a 77.4 kWh battery with an increased power output by 8 kW (11 PS; 11 hp) to 168 kW (228 PS; 225 hp), while the entry-level 58 kWh battery option remains.",,
,,,,(Standard Range) 2021–2024 RWD 125 kW (170 PS; 168 hp) 350 N⋅m (258 lb⋅ft) 8.5 s 354 km (220 mi) (EPA),,"The facelifted Ioniq 5 debuted in the Philippines on 23 July 2025, with the new GL trim using the RWD Standard Range (single motor) powertrain.[74]",,Optional Digital Centre Mirror (DCM) and Digital Side Mirrors (DSM) also became,"Optional Digital Centre Mirror (DCM) and Digital Side Mirrors (DSM) also became available.[88][89] Mexico[edit] The Ioniq 5 was launched in Mexico on 4 July 2024, as the first battery electric vehicle by Hyundai to be marketed in Mexico.",,
,,,,km (209 mi) (Korea) 175 kW,,"The Ioniq 5 was released in Vietnam on 31 July 2023. Locally assembled in Vietnam, it was available in Exclusive and Prestige trim levels, with two powertrain options: Standard Range and Long Range, both use a RWD (single motor) setup.[85]",,It is available with two variants: Limited Tech and the high-performance N model,"It is available with two variants: Limited Tech and the high-performance N model.[90] Middle East[edit] The Ioniq 5 was launched in the GCC countries in July 2023 with an option of RWD 125 kW (170 PS; 168 hp) single motor with a 58 kWh battery, or an AWD dual motor 225 kW (306 PS; 302 hp) with a 72.6 kWh battery.[91] North America[edit] The Ioniq 5 was released in the US in May 2021, and went on sale in December 2021 as a 2022 model year.[92] The initial model year is equipped with a 77.4 kW",,
,,,,AWD 173 kW (235 PS; 232 hp)[43] 605 N⋅m (446 lb⋅ft)[44] 6.1 s 360 km (224 mi) (WLTP),,"The Ioniq 5 was launched in the GCC countries in July 2023 with an option of RWD 125 kW (170 PS; 168 hp) single motor with a 58 kWh battery, or an AWD dual motor 225 kW (306 PS; 302 hp) with a 72.6 kWh battery.[91]",,"Since late 2023, the Ioniq 5 Robotaxi are assembled at the Hyundai Motor Group I","Since late 2023, the Ioniq 5 Robotaxi are assembled at the Hyundai Motor Group Innovation Centre in Singapore (HMGICS) facility to be exported to the US.[105] Waymo started testing the model in US cities in November, 2025.",,
,,,,(Long Range) RWD 160 kW (218 PS; 215 hp) 350 N⋅m (258 lb⋅ft) 7.4 s 451–481 km (280–299 mi) (WLTP)[45],,"^ ""2022 Hyundai Ioniq 5 EV launched in Malaysia – 58 kWh, 72.6 kWh AWD, 430 km range, from RM199,888"". Paul Tan Automotive News. 9 March 2022. Retrieved 28 August 2023.",,It features an in-wheel motor design that also integrates brake and steer by wir,It features an in-wheel motor design that also integrates brake and steer by wire technology as well as an electric damper into a single package.,,
,,,,,,,,"^ ""New Hyundai Ioniq 5 Adds New Variant, Range, And Features With P 2.84M Starti","^ ""New Hyundai Ioniq 5 Adds New Variant, Range, And Features With P 2.84M Starting Price (w/ Specs)"".",,
,,,,,,,,"^ ""2025 Hyundai Ioniq 5 now U.S.-built for $43,957, adds Tesla NACS port"".","^ ""2025 Hyundai Ioniq 5 now U.S.-built for $43,957, adds Tesla NACS port"".",,
,,,,,,,,"""Hyundai's Ioniq 5 range has gone from 16 variants to just four as part of a 202","""Hyundai's Ioniq 5 range has gone from 16 variants to just four as part of a 2026 update that also adds new tech"".",,
,,,,,,,,"^ ""Hyundai Motor Group sweeps global EV awards"".","^ ""Hyundai Motor Group sweeps global EV awards"".",,
