Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,MINI,Clubman,"Wheelbase 2,548 mm (100.3 in)","Layout Front engine, front-wheel drive",Transmission 6-speed automatic,"Layout Front engine, front-wheel drive","In 2011, the special edition Hampton was unveiled and comprised a Reef Blue metallic paint with a black roof, black leather seats, Damson Red bonnet stripes and interior detailing and Anthracite instruments borrowed from the Mini John Cooper Works.[6]","Critics also said that the ""storage package"", which included options such as a 1","Critics also said that the ""storage package"", which included options such as a 12V power outlet, perimeter lighting, and nets, should have been a standard fitting on the vehicle.",The equipment options for the MINI Clubman are entirely geared towards helping you emphasi,The equipment options for the MINI Clubman are entirely geared towards helping you emphasise your own individual style as much as possible.
,,,"Wheelbase 2,670 mm (105.1 in)",Engine,speed manual,"Layout Front engine, front-wheel drive / four-wheel drive","In 2013, the company unveiled the Clubman Bond Street, named after a prestigious shopping destination in the West End of London, featuring exclusive and stylish appointments inside and out.[7] The colour combination was Midnight black with Cool Champagne for the roof.[8]",It abandons the previous model's asymmetrical door layout for a standard four-do,"It abandons the previous model's asymmetrical door layout for a standard four-door design, but it retains the rear barn doors.",This new Clubman features unique split rear doors and optional all-wheel drive.,This new Clubman features unique split rear doors and optional all-wheel drive.
,,,"Mini used many soft-touch plastics to cover the dash and majority of the door panels, real leather upholstery, and several upscale trim options.",L N14B16A turbo I4 (Cooper S),speed Aisin AWF8F35 automatic,,In 2011 the Peugeot DV6 (Ford DLD-416) engine used in the diesel models was replaced with 1.6L BMW N47 engines. The 2.0L version of the BMW engine appeared for the first time in the range for the Cooper SD versions.,Mini used many soft-touch plastics to cover the dash and majority of the door pa,"Mini used many soft-touch plastics to cover the dash and majority of the door panels, real leather upholstery, and several upscale trim options.",,
,,,"^ ""Mini Clubman Final Edition Debuts In Limited Run Of 1,969 Units Worldwide"". Motor1.com. 22 March 2023.",L N18B16A turbo I4 (Cooper S),speed Getrag 7DCT300 dual clutch,,"^ ""A press photo for the Mini Cooper concept for the year 2000. Mini was entering a new era of defining what folks wanted hence brought back some of their classic nameplates. Also this serves a future prediction we see nowadays!"". Car Throttle. Retrieved 1 August 2021.",A direct replacement is not planned for the Clubman because it had not been a co,"A direct replacement is not planned for the Clubman because it had not been a commercial success for the BMW Group, as consumers preference for crossover SUVs.[27] 2024 Clubman Final Edition 2024 Clubman Final Edition (rear view) Final Edition logo References[edit] ^ ""Mini Clubman Refresh Debuts With New Grille And Headlights"".",,
,,,,Diesel:,Model Fuel type Displacement Cylinders Transmission Power Torque Emissions CO2 Top speed Acceleration 0–62 mph (0–100 km/h) Kerb weight,,,Official website (United Kingdom) Official website (United States) show vte « pr,"Official website (United Kingdom) Official website (United States) show vte « previous — Mini, a brand of the BMW Group, car timeline, 2001–present",,
,,,,L DV6 turbo I4 (Cooper D),"One Petrol 1.5 L (1,499 cc) 3 6-speed manual [6-speed auto]",,,"2022 MINI Clubman Specs, Features & Options Here's everything you need to know a","2022 MINI Clubman Specs, Features & Options Here's everything you need to know about each trim in the 2022 MINI Clubman lineup.",,
,,,,L N47D16 turbo I4 (One/Cooper D),"speed manual, [7-speed DCT]",,,"For any options and equipment not descri-bed in this Owner's Manual, refer to th","For any options and equipment not descri-bed in this Owner's Manual, refer to the Supplementary Owner's Manuals.",,
,,,,L N47D20 turbo I4 (Cooper SD),JCW: [8-speed auto] 75 kW/102 PS 190 N⋅m (140 lb⋅ft) 111-109 [114-112] g/km 195 km/h (121 mph) 9.9 [10.2] s 1165 [1195] kg,,,Your dealer's service center is happy to an-swer any questions that you may have,Your dealer's service center is happy to an-swer any questions that you may have about the features and options applicable to your vehicle.,,
,,,,In 2011 the Peugeot DV6 (Ford DLD-416) engine used in the diesel models was replaced with 1.6L BMW N47 engines. The 2.0L version of the BMW engine appeared for the first time in the range for the Cooper SD versions.,"One D Diesel 1.5 L (1,496 cc) 3 6-speed manual [6-speed auto]",,,The equipment options for the MINI Clubman are entirely geared towards helping y,The equipment options for the MINI Clubman are entirely geared towards helping you emphasise your own individual style as much as possible.,,
,,,,"Layout Front engine, front-wheel drive / four-wheel drive",[7-speed DCT],,,The rst step to ne-tuning your own personal expression is to choose from the tri,"The rst step to ne-tuning your own personal expression is to choose from the trim options Classic, John Cooper Works or MINI Yours.",,
,,,,L B38 turbo I3 (Cooper),"Cooper D 2.0 L (1,995 cc) 4 6-speed manual [8-speed torque converter auto] 110 kW/150 PS 330 N⋅m (199 lb⋅ft) 115-109 [115-109] g/km 212 km/h (132 mph) [212 km/h (132 mph)] 8.6 [8.5] s 1395 [1435] kg",,,"Woodcliff Lake, NJ - June 14, 2021 - Following a series of major updates and new","Woodcliff Lake, NJ - June 14, 2021 - Following a series of major updates and new vehicle additions in the previous model year, MINI USA presents its Model Year 2022 vehicle lineup with several significant updates to design, technology, options, and equipment.",,
,,,,"L B48 turbo I4 (Cooper S, JCW)",,,,This new Clubman features unique split rear doors and optional all-wheel drive.,This new Clubman features unique split rear doors and optional all-wheel drive.,,
