Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Buick,Encore,"Wheelbase 2,555 mm (100.6 in)","Layout Front-engine, front-wheel drive or all-wheel-drive",Transmission,"The ""Encore"" designation was previously used by American Motors Corporation (AMC) for the subcompact two and four-door hatchback variants of the U.S.-built front-wheel drive Renault Alliance from 1984 to 1987.[4]","^ ""Chevrolet Silverado and GMC Sierra Deliver GM's 2nd Consecutive Year of Full-Size Pickup Sales Leadership in 2021"". General Motors Corporate Newsroom. General Motors. January 4, 2022. Retrieved January 19, 2022.",The Ecotec direct-injection engine package includes Stop/Start technology to imp,"The Ecotec direct-injection engine package includes Stop/Start technology to improve fuel economy and was made available as an option on all but the base model for 2017 and 2018.[8] In 2017, the model levels became Base, Preferred, Sport Touring, Preferred II, Essence, and Premium.","Preferred offers the ECOTEC 1.2L Turbo engine, and it has standard Buick Driver Confidence","Preferred offers the ECOTEC 1.2L Turbo engine, and it has standard Buick Driver Confidence, a suite of six safety and driver-assistance technologies including Forward Collision Alert, Automatic Emergency Braking, Front Pedestrian Braking, Lane Keep Assist with Lane Departure Warning, Following Distance Indicator and ..."
,,,"Wheelbase 2,570 mm (101.2 in)",Engine,speed manual,"Layout Front-engine, front-wheel drive or all-wheel-drive",,"All trims except for the mid-level Preferred trim were discontinued, and the Pre","All trims except for the mid-level Preferred trim were discontinued, and the Preferred became the new ""base model"" of the Encore, with limited exterior color options, only one interior color option, and condensed options.",,
,,,"^ ""Buick Encore China auto sales figures"". carsalesbase.com. April 22, 2015. Retrieved January 20, 2022.",L A14NET I4 turbo,speed GM 6T40 automatic,",386 kg (3,056 lb) (4WD)",,"To learn more about the technologies, features, options and colors available on","To learn more about the technologies, features, options and colors available on each model, use the Build & Price tool at buick.com.",,
,,,,L B14XFT I4 turbo,speed GM 6T40 automatic (1.0T),CVT (1.3T FWD),,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,Diesel:,CVT (1.3T FWD),,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,L B16DTN I4 turbo,"^ ""2016 Buick Encore Owner's Manual"" (PDF). General Motors. 2015. p. 158. Archived from the original (PDF) on July 5, 2016.",,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,L B16DTH I4 turbo,,,,GM Authority is breaking down all of the important 2024 Buick Encore GX pricing,"GM Authority is breaking down all of the important 2024 Buick Encore GX pricing information, including options and packages.",,
,,,,L A17DTS I4 turbo,,,,It's available in three trim levels and offers two powertrain options in the Uni,"It's available in three trim levels and offers two powertrain options in the United States, one in Canada.",,
,,,,L B10XFT Ecotec I3 (turbo petrol),,,,"Explore your options with Texan GMC Buick, then stop by our showroom for a test","Explore your options with Texan GMC Buick, then stop by our showroom for a test drive.",,
,,,,L L3T I3 (turbo petrol),,,,"Preferred offers the ECOTEC 1.2L Turbo engine, and it has standard Buick Driver","Preferred offers the ECOTEC 1.2L Turbo engine, and it has standard Buick Driver Confidence, a suite of six safety and driver-assistance technologies including Forward Collision Alert, Automatic Emergency Braking, Front Pedestrian Braking, Lane Keep Assist with Lane Departure Warning, Following Distance Indicator and ...",,
,,,,The second-generation Encore was revealed alongside the Encore GX during the 2019 Shanghai Auto Show.[14] It will be available with either a 1.0 L inline-3 turbo petrol engine rated at 92 kW (123 hp) or a 1.3 L inline-3 turbo petrol producing 121 kW (162 hp).,,,,,,,
