Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Genesis,GV60,"Wheelbase 2,900 mm (114.2 in)",Electric motor Permanent magnet synchronous reluctance motor,Transmission Single-speed reduction gear,"Dual-motor, all-wheel drive",Transmission Single-speed reduction gear,"Official website show vte Genesis show vte Genesis, a division of Hyundai Moto","Official website show vte Genesis show vte Genesis, a division of Hyundai Motor Group, automobile timeline, 2000s–present show vte Hyundai Motor Company",,
,,,"^ Leichsenring, Stefan (2025-01-07). ""Genesis delivers revised GV60"". motor1.com. Motorsport Network. Retrieved 2025-10-28.",Power output 168–320 kW (228–435 PS; 225–429 hp),(official) Top speed Range,RWD 2021–2025 77.4 kWh 168 kW (228 PS; 225 hp) 350 N⋅m (258 lbf⋅ft) 7.8 s 185 km/h (115 mph) 516 km (321 mi) (WLTP),Red Dot Award: Product Design 2022 (Cars and Motorcycles category)[26],Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,"^ ""Genesis GV60 wins 2022 Red Dot Award for product design"". AutoMobilSport.com. Archived from the original on October 12, 2022. Retrieved March 29, 2022.",kWh lithium-ion polymer,,AWD 2021–2025 77.4 kWh 234 kW (318 PS; 314 hp) 605 N⋅m (446 lbf⋅ft) 5.5 s 200 km/h (124 mph) 470 km (292 mi) (WLTP),"^ ""Genesis GV60 wins 2022 Red Dot Award for product design"". AutoMobilSport.com. Archived from the original on October 12, 2022. Retrieved March 29, 2022.",Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,Electric range,,AWD Performance 2021–2025 77.4 kWh 320 kW (435 PS; 429 hp)[20] 605 N⋅m (446 lbf⋅ft)[21] 4.0 s[22] 235 km/h (146 mph) 466 km (290 mi) (WLTP),,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,Plug-in charging 350 kW 800 V,,,,Choosing the Right 2025 Genesis GV60 Trim for You Shopping for the 2025 Genesis,"Choosing the Right 2025 Genesis GV60 Trim for You Shopping for the 2025 Genesis GV60 means picking from 4 trim options, each with different features and price points.",,
,,,,V2L: 3.6 kW,,,,The base 2025 model includes the same Electric 314hp 446ft.,The base 2025 model includes the same Electric 314hp 446ft.,,
,,,,"The Genesis GV60 is a battery electric compact luxury crossover SUV produced by Genesis, a luxury vehicle marque of Hyundai. Slotted below the GV70, it is the first Genesis product to be developed on the Hyundai Electric Global Modular Platform (E-GMP).",,,,"and AWD as higher trims, so you're not sacrificing performance if you go with th","and AWD as higher trims, so you're not sacrificing performance if you go with the entry-level option.",,
,,,,The vehicle is available with a 77.4 kWh battery that can be charged from 10 to 80% in 18 minutes with its 800 V charging capabilities by using a 350 kW charger.,,,,"2025 Genesis GV60 Specs, Features & Options Here's everything you need to know a","2025 Genesis GV60 Specs, Features & Options Here's everything you need to know about each trim in the 2025 Genesis GV60 lineup.",,
,,,,RWD 2021–2025 77.4 kWh 168 kW (228 PS; 225 hp) 350 N⋅m (258 lbf⋅ft) 7.8 s 185 km/h (115 mph) 516 km (321 mi) (WLTP),,,,This manual applies to all models of this vehicle and includes descriptions and,This manual applies to all models of this vehicle and includes descriptions and explanations of optional as well as standard equipment.,,
,,,,–present 84 kWh 481 km (299 mi) (South Korea),,,,The Genesis GV60 spec page includes specifications for gv60 standard and premium,"The Genesis GV60 spec page includes specifications for gv60 standard and premium trims, including dimensions, battery capacity, driving system, max torque, max power, and other options.",,
,,,,AWD 2021–2025 77.4 kWh 234 kW (318 PS; 314 hp) 605 N⋅m (446 lbf⋅ft) 5.5 s 200 km/h (124 mph) 470 km (292 mi) (WLTP),,,,Latest technology in the 2025 Genesis GV60: Compare all specifications and confi,"Latest technology in the 2025 Genesis GV60: Compare all specifications and configurations of the 2025 Genesis GV60, special features and options, and check out specs and trims on CarBuzz",,
,,,,–present 84 kWh 437 km (272 mi) (South Korea),,,,,,,
,,,,AWD Performance 2021–2025 77.4 kWh 320 kW (435 PS; 429 hp)[20] 605 N⋅m (446 lbf⋅ft)[21] 4.0 s[22] 235 km/h (146 mph) 466 km (290 mi) (WLTP),,,,,,,
,,,,–present 84 kWh 382 km (237 mi) (South Korea),,,,,,,
,,,,"^ ""2022 Genesis GV60 Electric Crossover Is Here And We're Intrigued"". Carscoops. 2021-08-18. Archived from the original on 2021-08-19. Retrieved 2021-08-19.",,,,,,,
