Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2024,Mercedes,EQB-Class,"Wheelbase 2,829 mm (111 in)",Electric motor asynchronous motor (front) permanent magnet motor (rear),Model Years Power Torque 0–100 km/h (0–62 mph) Top speed Range (WLTP),"Front-motor, front-wheel drive",,group-media.mercedes-benz.com.,group-media.mercedes-benz.com.,,
,,,The EQB is part of the EQ family[3] and is based on the Mercedes-Benz GLB. The EQB is available in both front-wheel drive and 4MATIC branded dual motor all wheel drive configurations. The Mercedes EQB is available in five and seven seat layouts.,kW (190 hp) (Single),,"Twin-motors, four-wheel drive",,,,,
,,,,kW (225 hp) (Dual),,The EQB is part of the EQ family[3] and is based on the Mercedes-Benz GLB. The EQB is available in both front-wheel drive and 4MATIC branded dual motor all wheel drive configurations. The Mercedes EQB is available in five and seven seat layouts.,,,,,
,,,,kW (288 hp) (Dual),,,,,,,
,,,,Battery 66.5 kWh,,,,,,,
,,,,Electric range 256 mi (412 km),,,,,,,
,,,,The Mercedes-Benz EQB (X243) is a seven-seat battery electric mid-size D-segment crossover SUV produced by the German automobile manufacturer Mercedes-Benz from 2021.[3],,,,,,,
,,,,EQB 250 2021–2026 140 kW,,,,,,,
,,,,EQB 300 4MATIC 2021–2026 168 kW,,,,,,,
,,,,EQB 350 4MATIC 2021–2026 215 kW,,,,,,,
,,,,"^ ""Mercedes-Benz launches seven-seater electric EQB in Europe"". The Driven. November 30, 2021.",,,,,,,
,,,,"^ ""2021 Mercedes-Benz EQB 350 66.5 kWh (292 Hp) 4MATIC | Technical specs, data, fuel consumption, Dimensions"". www.auto-data.net. Retrieved 2021-05-11.",,,,,,,
,,,,GLC with EQ technology Electric Crossover X540,,,,,,,
,,,,EQA Electric Crossover H243,,,,,,,
,,,,EQB Electric Crossover X243,,,,,,,
