Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2023,Lexus,RZ,Transmission eAxle,Electric motor,Transmission eAxle,"It went on sale in 2022 (as the 2023 model year in North America), initially in RZ 450e grade,[11] which is equipped with a standard fully variable ""Direct4"" all-wheel drive system and optional steer-by-wire technology.[12]","At Tokyo Auto Salon 2023, a F Sport variant LEXUS RZ SPORT CONCEPT Showcased as a concept vehicle. Features a redesigned front bumper, a rear spoiler and overfenders.[18]","Production is limited only 100 units in Japan.[19] The RZ450e ""F Sport Performa","Production is limited only 100 units in Japan.[19] The RZ450e ""F Sport Performance"" shares the same two-motor 4WD powertrain as the standard model, the RZ450e ""Version L"".[20] RZ Sport Concept Front Rear view RZ600e F Sport Performance[edit] Toyota has announced a special model: RZ600e F Sport Performance, which will be available at dealers on 2 March, 2026.","RZ 450e LUXURY Mark Levinson®4 13-speaker, 12-channel, 1,800-watt Premium Surround Sound A","RZ 450e LUXURY Mark Levinson®4 13-speaker, 12-channel, 1,800-watt Premium Surround Sound Available 20-inch, split-10-spoke alloy wheels with Dark Premium Metallic finish The next evolution in Lexus design, the RZ 450e features an aerodynamic spindle body, a driver-focused interior and unparalleled refinement."
,,,"Wheelbase 2,850 mm (112.2 in)",×150 kW (201 hp; 204 PS) 1XM AC permanent magnet synchronous (front) + 1×80 kW (107 hp; 109 PS) 1YM AC permanent magnet synchronous (rear) (XEBM15),"In June 2025, Lexus announced an updated version of the RZ that brings improvements to the battery and motor output as well as a new F Sport version with 'Lexus’ Interactive Manual Drive', a virtual gear shift system that mimics the feel of a manual transmission.[13]","The RZ450e ""F Sport Performance"" shares the same two-motor 4WD powertrain as the standard model, the RZ450e ""Version L"".[20]",,"2023 Lexus RZ Specs, Features & Options Here's everything you need to know about","2023 Lexus RZ Specs, Features & Options Here's everything you need to know about each trim in the 2023 Lexus RZ lineup.",,
,,,"In June 2025, Lexus announced an updated version of the RZ that brings improvements to the battery and motor output as well as a new F Sport version with 'Lexus’ Interactive Manual Drive', a virtual gear shift system that mimics the feel of a manual transmission.[13]",Power output 230 kW (308 hp; 313 PS),Model Chassis code Electric motor Transmission Power Torque Combined Power,"^ ""Fuel economy of the 2023 Lexus RZ 450e AWD (18 inch Wheels)"". fueleconomy.gov. United States Environmental Protection Agency. Retrieved 2023-11-28.",,2023 Lexus RZ Configurations Select up to 3 trims below to compare some key spec,2023 Lexus RZ Configurations Select up to 3 trims below to compare some key specs and options for the 2023 Lexus RZ.,,
,,,RZ 300e XEBM10 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft),kWh NMC PPES,,"a b c d 谷川 潔 (2022-04-20). ""レクサス、バッテリEV専用の新型「RZ」世界初公開 新四輪駆動力システム「DIRECT4」採用"" [World premiere of new 'RZ'; Lexus adopts new four-wheel drive system 'DIRECT4' exclusively for battery EV]. Car Watch (in Japanese). Retrieved 2022-05-31.",,The 2023 Lexus RZ marks a successful milestone for the Japanese automaker's futu,"The 2023 Lexus RZ marks a successful milestone for the Japanese automaker's future, blending luxury and electric innovation in a single package.",,
,,,RZ 450e XEBM15 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft) 230 kW (308 hp; 313 PS),kWh NMC CATL,,,,Latest technology in the 2023 Lexus RZ: Compare all specifications and configura,"Latest technology in the 2023 Lexus RZ: Compare all specifications and configurations of the 2023 Lexus RZ, special features and options, and check out specs and trims on CarBuzz Which means you get better start-up acceleration, improved handling, more stability, and less power consumption.",,
,,,RZ 600e F Sport Performance,Electric range,,,,Still have questions about 2023 Lexus RZ 450e prices and configuration options?,Still have questions about 2023 Lexus RZ 450e prices and configuration options?,,
,,,Lexus RZ 550e F Sport,Plug-in charging 150 kW DC,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,F Sport Performance models[edit],Model Chassis code Electric motor Transmission Power Torque Combined Power,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,RZ450e F Sport Performance[edit],RZ 300e XEBM10 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft),,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,"At Tokyo Auto Salon 2023, a F Sport variant LEXUS RZ SPORT CONCEPT Showcased as a concept vehicle. Features a redesigned front bumper, a rear spoiler and overfenders.[18]",RZ 450e XEBM15 1×1XM (front) eAxle 150 kW (201 hp; 204 PS) 265 N⋅m (195 lb⋅ft) 230 kW (308 hp; 313 PS),,,,,,,
,,,"The RZ450e ""F Sport Performance"" shares the same two-motor 4WD powertrain as the standard model, the RZ450e ""Version L"".[20]",×1YM (rear) 80 kW (107 hp; 109 PS) 170 N⋅m (130 lb⋅ft),,,,,,,
,,,RZ Sport Concept,RZ 350e 165 kW (221 hp; 224 PS),,,,,,,
,,,RZ600e F Sport Performance[edit],RZ 500e 280 kW (375 hp; 381 PS),,,,,,,
,,,"Toyota has announced a special model: RZ600e F Sport Performance, which will be available at dealers on 2 March, 2026. The design is very identical to the previous limited RZ450e F Sport Performance model.[21]",RZ 550e XEBM25 300 kW (402 hp; 408 PS),,,,,,,
,,,"The RZ600e F Sport Performance ground clearance 20 mm lower than the RZ550e F Sport. Based on the RZ 550e ""F SPORT,"" which features a comprehensively renewed BEV system, the Special Edition RZ 600e ""F SPORT Performance"".[22]",Lexus RZ 71kWh electric 'Executive' (LHD) (2023)[24],,,,,,,
,,,"^ ""Lexus Building Wing-Tastic RZ450e F Sport Performance, Capped At 100 Units"". Carscoops. 2024-01-11. Retrieved 2026-02-12.",,,,,,,,
,,,"^ ""Lexus Introduces the Special Edition RZ 600e ""F SPORT Performance"" to the Dedicated Battery-Electric RZ Lineup"". Toyota (Press release). 2025-12-24. Retrieved 2026-02-12.",,,,,,,,
,,,"^ ""Lexus RZ600e F Sport Performance – based on 550e F Sport but with 426 PS; 20 mm lower, 20-inch brakes"". Paul Tan. 2025-12-26. Retrieved 2026-02-12.",,,,,,,,
