Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,Honda Passport EX-L AWD (pre-facelift),"In 1996, for the 1997 model year, the DX trim was dropped. The 2.6 L engine option was also dropped. All models were powered by the V6 engine.[8][9]",,,,"2022 Honda Passport Optional equipment, products, packages and accessories.","2022 Honda Passport Optional equipment, products, packages and accessories.",,
,,,"Wheelbase 111.0 in (2,819 mm)",Honda Passport V6 (pre-facelift),,,,"Options, model availability and actual dealer price may vary.","Options, model availability and actual dealer price may vary.",,
,,,"In October 2020, for the 2021 model year, all trims received the 8-inch touchscreen and Apple CarPlay and Android Auto as standard equipment.[20]",Engine 3.2 L 6VD1 V6,,,,"2022 Honda Passport Specs, Features & Options Here's everything you need to know","2022 Honda Passport Specs, Features & Options Here's everything you need to know about each trim in the 2022 Honda Passport lineup.",,
,,,"In 2022, for the 2023 model year, the front-wheel drive EX-L option was discontinued from the lineup, therefore all-wheel drive became standard on all Passport models.[24]",Honda Passport V6 (facelift),,,,"Jun 6, 2024The 2022 Passport will get optional Honda Performance Development (HD","Jun 6, 2024The 2022 Passport will get optional Honda Performance Development (HDP) package as seen on the Honda Ridgeline truck, offering redesigned grille, HDP unique wheels, blackened fender flares and HDP graphics for a more distinctive look.",,
,,,"In October 2023, for the 2024 model year, changes include a larger center console and new armrest. The top Elite trim has been replaced with the Black Edition trim.[25]","Front-engine, front-wheel-drive",,,,You may find descriptions of equipment and features that are not on your particu,You may find descriptions of equipment and features that are not on your particular model.,,
,,,Passport TrailSport (2022)[edit],,,,,,,,
,,,"In October 2023, for the 2024 model year, the TrailSport receives trim-specific suspension retuning and all-terrain tires.[25]",,,,,,,,
,,,Honda Passport TrailSport (facelift),,,,,,,,
,,,Honda Passport Elite AWD (facelift),,,,,,,,
,,,"The 2019 Passport received a ""Top Safety Pick"" award by the IIHS.[27]",,,,,,,,
