Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2008,bentley,flying spur,[Brochure Summary],,,,,,,,,,,,,,,,Bang & Olufsen audio,[Brochure] Bang & Olufsen audio | [Backfilled from 2020]
