Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Ford,Fiesta,The first sports model was the 1.6S CVH 90BHP which had a twin choke Weber carburettor with no CAT and was still on sale until August 1991. It was replaced by the fuel injection XR2i.,"Layout Front-engine, front-wheel drive",,,"The new CTX continuously variable transmission, also fitted in the Fiat Uno, eventually appeared early in 1987 on 1.1 L models only.","Layout Front-engine, front-wheel drive",,,,,,,,"The Ford Fiesta is a supermini car that was marketed by Ford from 1976 to 2023 over seven generations. Over the years, the Fiesta has mainly been developed and manufactured by Ford's European operations, and had been positioned below the Escort (later the Focus).","In Europe, Ford's arch rival General Motors attempted to address the market need","In Europe, Ford's arch rival General Motors attempted to address the market need by developing a small hatchback version of its ""T-car"", which emerged as the 1975 Opel Kadett City and Vauxhall Chevette, but being rear wheel drive, these were not true ""superminis"" in that they could not deliver the required space efficiency that a transverse engined, front wheel drive package could achieve, this therefore would be template followed by the Fiesta.",,
,,,Motorsport,"Engine 1,999 cc (122.0 cu in) Duratec engine. Four cylinders in line, DOHC, 16 valves, alloy cylinder head and block.",,,,,,,,,,,,The WRC regulations will be altered for 2017 and M-Sport has thus started developing the Mk7 Fiesta World Rally Car.,"The Mark I, II, and III versions feature the standard three-door bodyshell with","The Mark I, II, and III versions feature the standard three-door bodyshell with the rear side glass replaced by body-coloured metal and a flat floor pan instead of the rear seats.",,
,,,The WRC regulations will be altered for 2017 and M-Sport has thus started developing the Mk7 Fiesta World Rally Car.,"The 2011 Fiesta was one of the five finalists for the 2011 Green Car of the Year awarded by the Green Car Journal in November 2010, competing with two plug-in electric vehicles, the Nissan Leaf and the Chevrolet Volt (the winner), and two hybrid electric vehicles.",,,,,,,,,,,,"Winner of UK Design Council Efficiency Award for ""exemplary contribution to the reduction of running and maintenance costs"" in 1978. The award was presented by Prince Philip.",The Fiesta Sporting Trophy is based around the Fiesta ST Group N car.,The Fiesta Sporting Trophy is based around the Fiesta ST Group N car.,,
,,,"Bodyshell Multipoint roll cage designed by M-Sport, complying with FIA regulations.",,,,,,,,,,,,,,Ford Fiesta Group N rally car by M-Sport Ford Fiesta S2000 Ford Fiesta RS WRC Fo,"Ford Fiesta Group N rally car by M-Sport Ford Fiesta S2000 Ford Fiesta RS WRC Ford Fiesta R5 Ford Fiesta WRC Ford Fiesta Rally2 Ford Fiesta Rally3 Ford Fiesta Rally4 Fiesta ST Group N specifications Engine 1,999 cc (122.0 cu in) Duratec engine.",,
,,,"Wheelbase: 2,486 mm (97.9 in).",,,,,,,,,,,,,,"Power 165 PS (121 kW; 163 bhp) at 5,800 rpm Torque 202 N⋅m (149 lb⋅ft) at 4,500","Power 165 PS (121 kW; 163 bhp) at 5,800 rpm Torque 202 N⋅m (149 lb⋅ft) at 4,500 rpm Transmission Five-speed 'dog' engagement gearkit fitted to standard ST road car casing.",,
,,,"British company M-Sport also builds Fiesta Rallycross Supercars to Global Rallycross Championship teams Hoonigan Racing Division, Chip Ganassi Racing and Bryan Herta Autosport.",,,,,,,,,,,,,,Upgraded driveshafts fitted as standard.,Upgraded driveshafts fitted as standard.,,
,,,An Olsbergs MSE RX Supercar Lite from FIA Rallycross Lite is also based on Ford FIesta.,,,,,,,,,,,,,,Suspension Upgraded suspension of ST road car includes revised front knuckles an,Suspension Upgraded suspension of ST road car includes revised front knuckles and strengthened twist beam rear axle.,,
,,,Sales and popularity,,,,,,,,,,,,,,Brakes Standard ST road car front and rear disc brakes.,Brakes Standard ST road car front and rear disc brakes.,,
,,,Winner of Brazilian Auto Esporte magazine Car of the Year in 2005 (Fiesta Sedan).,,,,,,,,,,,,,,Includes three X braces in rear and twin tube door bars with no cross-over.,Includes three X braces in rear and twin tube door bars with no cross-over.,,
,,,"First minicar to achieve Top Safety Pick by the US Insurance Institute for Highway Safety (IIHS) based on front-, side- and rear-impact crash testing and roof-strength.",,,,,,,,,,,,,,Electronics 'Piggy back' loom supplements standard loom.,Electronics 'Piggy back' loom supplements standard loom.,,
,,,,,,,,,,,,,,,,,"Winner of Business Standard Motoring Jury Award, 2006.","Winner of Business Standard Motoring Jury Award, 2006.",,
,,,,,,,,,,,,,,,,,You can see available equipment groups and packages on the Ford website and your,You can see available equipment groups and packages on the Ford website and your window sticker.,,
,,,,,,,,,,,,,,,,,Viewing Packages on the Ford Website You can see available packages online: Visi,Viewing Packages on the Ford Website You can see available packages online: Visit the Ford website.,,
,,,,,,,,,,,,,,,,,"Known for their practicality, affordability, and driving fun, these hatchbacks o","Known for their practicality, affordability, and driving fun, these hatchbacks offer a refreshing blend of modern styling, advanced technology, and performance-oriented options.",,
,,,,,,,,,,,,,,,,,Full list of options available All trims (23) Titanium (3) Active (3) Active X (,Full list of options available All trims (23) Titanium (3) Active (3) Active X (3) ST-3 (1) ST-Line (3) ST-Line X (3) Titanium X (3) Which model Fiesta is best?,,
,,,,,,,,,,,,,,,,,"Plenty of options, then, but a 1.0 EcoBoost ST-Line five-door remains Motorpoint","Plenty of options, then, but a 1.0 EcoBoost ST-Line five-door remains Motorpoint's pick of the bunch.",,
,,,,,,,,,,,,,,,,,A factory options lookup by VIN is a tool that retrieves the original options an,A factory options lookup by VIN is a tool that retrieves the original options and equipment installed on a vehicle using its 17-digit VIN.,,
