Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,Limited editions,Engine,,,speed Getrag/Ford MT82 manual,,,,,,,,,Predecessor Ford Mustang (fifth generation),The domestic version includes hood vents that are not present on the overseas mo,The domestic version includes hood vents that are not present on the overseas model due to pedestrian safety regulations.,,
,,,Mustang 50 Year Limited Edition (2015),L EcoBoost turbo I4,,,speed Tremec TR-3160 manual,,,,,,,,,"The development of the sixth-generation Mustang began in 2009, coinciding with the facelift of the fifth generation (pictured).",The EcoBoost Performance Pack and base GT feature fixed front four-piston calipe,"The EcoBoost Performance Pack and base GT feature fixed front four-piston calipers and single-piston rear calipers, while the GT Performance Pack includes six-piston Brembo front calipers with 15-inch rotors and a rear single-piston caliper with a larger 13-inch rotor. Mustang convertible In addition to the coupe, Ford produced a convertible version of the Mustang.",,
,,,Motorsport,The 3.7-liter V6 with a Roush Performance cold air intake,,,"For 2016, a second run of 45 were offered for sale. All were 670 hp (500 kW), with a 6-speed manual. They were split evenly between Shadow Black, Race Red, and Deep Impact Blue.",,,,,,,,,"For 2016, a second run of 45 were offered for sale. All were 670 hp (500 kW), with a 6-speed manual. They were split evenly between Shadow Black, Race Red, and Deep Impact Blue.","A twelve-inch digital dashboard was available, incorporating features like a qua","A twelve-inch digital dashboard was available, incorporating features like a quarter-mile timer and a lap timer. The pre-facelift's center display flanked by two analog gauges was replaced by a digital twelve-inch display capable of showing more information and customizable options, including font color, displayed data, and gauge type.",,
,,,,,,,,,,,,,,,,,"The car can be customized in coupe or convertible forms, as well as in GT or Eco","The car can be customized in coupe or convertible forms, as well as in GT or EcoBoost versions. Shelby GT350R (2015–2020) A further enhanced and even more limited edition of the GT350 with an ""R"" package (GT350R) was introduced by Ford in 2015, with only 37 units being made.",,
,,,,,,,,,,,,,,,,,The first Shelby GT350R with #001 sold for $1 million at a Barrett Jackson Aucti,"The first Shelby GT350R with #001 sold for $1 million at a Barrett Jackson Auction in Scottsdale, Arizona. Significant engineering innovations result in weight savings, aerodynamic improvements to benefit on-track performance; Ford introduced carbon fiber wheels as standard equipment on the Shelby GT350R Mustang.",,
,,,,,,,,,,,,,,,,,"Exterior touches include red painted brake calipers, red pin striping at the edg","Exterior touches include red painted brake calipers, red pin striping at the edges of the optional over-the-top racing stripes and Shelby GT350R badging.",,
,,,,,,,,,,,,,,,,,"Inside is high-contrast red stitching, Shelby GT350R badging and the D-shaped st","Inside is high-contrast red stitching, Shelby GT350R badging and the D-shaped steering wheel fitted with a red center mark at the top. One optional feature for the GT350R was the GT350R Technology Package, which adds the Ford SYNC 3 multimedia infotainment system, seven speakers, a rear backup camera system, SIRIUS-XM Satellite Radio, and air conditioning.",,
,,,,,,,,,,,,,,,,,The package is helpful for GT350R buyers who plan to use their car for more than,The package is helpful for GT350R buyers who plan to use their car for more than track purposes or for show.,,
,,,,,,,,,,,,,,,,,"Parts of this package, namely the infotainment system and backup camera, were ma","Parts of this package, namely the infotainment system and backup camera, were made standard during April 2018 production, due to U.S.",,
,,,,,,,,,,,,,,,,,"The developers for the Mustang Cobra Jet 1400 include MLe Racecars, Watson Engin","The developers for the Mustang Cobra Jet 1400 include MLe Racecars, Watson Engineering, AEM EV, and Cascadia. Aftermarket versions Shelby GT500 Signature Edition (GT500 SE) (2020–2022) Special edition of the standard GT500 only sold by Shelby as a post title upgrade.",,
,,,,,,,,,,,,,,,,,"It includes 800+ hp, lowered and tuned suspension and a 13.6 kg (30 lb) weight r","It includes 800+ hp, lowered and tuned suspension and a 13.6 kg (30 lb) weight reduction via an ultra-light, vented dry carbon fiber hood.",,
,,,,,,,,,,,,,,,,,Roush RS Models (2015–2017) The Roush RS models are upgrade packages from,Roush RS Models (2015–2017) The Roush RS models are upgrade packages from Roush Performance for the Mustang.,,
,,,,,,,,,,,,,,,,,"For 2015, the standard components of each RS model include new front and rear fa","For 2015, the standard components of each RS model include new front and rear fascias, new grill, driving lamps, side-sill extensions, a rear spoiler, embroidered floor mats.",,
