Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2007,Ford,SuperDuty,[Brochure Summary],,,,,,,,,,,,,,,,leather-trimmed; Premium Cloth seating; leather-trimmed; Premium Cloth seating,[Brochure] leather-trimmed; Premium Cloth seating | [Brochure] leather-trimmed; Premium Cloth seating
