Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,Jaguar,XE,"Wheelbase 2,835 mm (111.6 in)",Engine,,,Transmission,Hybrid drivetrain Mild hybrid (since 2021),,,,,,,,Predecessor Jaguar X-Type,The central console features an 8-inch (20 cm) or optional 10.2-inch touch scree,"The central console features an 8-inch (20 cm) or optional 10.2-inch touch screen, providing access to in car entertainment, satellite navigation and vehicle settings.",,
,,,An extended-wheelbase version—exclusively for the Chinese market—called XEL commenced production at the Chery Jaguar Land Rover plant in Changshu in 2015.,L Ford EcoBoost turbo I4 (until 2017),,,speed manual (ZF),"(225 km/h) 7.6 s Ingenium, rear-wheel drive",,,,,,,,"From the XE's launch until 2019 the petrol V6 was from Jaguar's family of AJ-V8 engines. After 2019, the V6 engine was no longer offered.",The XE features smartphone connectivity and some models allow the owner to pre-h,"The XE features smartphone connectivity and some models allow the owner to pre-heat the interior or unlock the car remotely, using a smartphone application. A laser colour head-up display is an available option.",,
,,,"AJ-V8, 2018 (limited 300 cars)",L Ingenium turbo I4 (since 2015),,,speed automatic (ZF 8HP45 or 8HP70),"g/km Ingenium, all-wheel drive",,,,,,,,"Initially offered with rear-wheel drive, the D7a modular architecture was designed to accommodate all-wheel drive (AWD), which was offered in November 2015.","Interior revisions in 2017 include cupholder covers, revised and higher reso","Interior revisions in 2017 include cupholder covers, revised and higher resolution display and standard infotainment interface marketed as InControl Touch Pro reliant on a user-provided data connection SIM card.",,
,,,Total production is limited to 300 worldwide.,L AJ126 supercharged V6 (until 2019),,,Name Displacement Cylinders Transmission Power Torque Emissions,"(249 km/h) 6.5 s Ingenium, all-wheel drive",,,,,,,,"Jaguar expected the XE to obtain a five star Euro NCAP safety rating which was proven in 2015. The design features several safety features now mandatory to be considered for a five star rating, including the Advanced Emergency Braking System (pre-crash system).",,,,
,,,Pre-facelift long wheelbase XEL (China),L AJ133 supercharged V8 (SV Project 8),,,CO2 Top speed Acceleration,"Initially offered with rear-wheel drive, the D7a modular architecture was designed to accommodate all-wheel drive (AWD), which was offered in November 2015.",,,,,,,,,,,,
,,,,Hybrid drivetrain Mild hybrid (since 2021),,,speed auto 106 g/km 132 mph,,,,,,,,,,,,,
,,,,Engines,,,d 163 PS 6-speed manual 126 g/km 132 mph,,,,,,,,,,,,,
,,,,"From the XE's launch until 2017 the petrol four-cylinders were from Ford's family of ""EcoBoost"" engines. New Ingenium petrol engines replaced the Ford units beginning in the 2018 model year.",,,speed auto 135 g/km 132 mph,,,,,,,,,,,,,
,,,,"From the XE's launch until 2019 the petrol V6 was from Jaguar's family of AJ-V8 engines. After 2019, the V6 engine was no longer offered.",,,(122.0 cu in) Inline 4 8-speed auto 200 PS,,,,,,,,,,,,,
,,,,"In late 2020, mild hybrid options were announced, as modifications to the Ingenium 2.0L engines with an additional 48 Volt belt alternator starter system.",,,Transmission,,,,,,,,,,,,,
,,,,Diesel Engines,,,,,,,,,,,,,,,,
,,,,(120 kW; 161 bhp) 380 N⋅m,,,,,,,,,,,,,,,,
,,,,(132 kW; 178 bhp) 431 N⋅m,,,,,,,,,,,,,,,,
,,,,(177 kW; 237 bhp) 500 N⋅m,,,,,,,,,,,,,,,,
