Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,MINI,KW,Wheelbase,Platform SGMW Global Small Electric Vehicle,,,Transmission 1-speed direct-drive,,,,,,,,,The Macaron is equipped with a small electric motor that generates a more powerful 20 kW (27 hp; 27 PS) and 85 N⋅m (63 lb⋅ft) of torque compared to the previously launched base trim while range remains unchanged.,"Standard safety features of the Mini EV include anti-lock brakes, tire pressure","Standard safety features of the Mini EV include anti-lock brakes, tire pressure monitoring sensors, and rear parking sensors.","Whether you're planning a weekend getaway or an extended cross-country road trip, these li","Whether you're planning a weekend getaway or an extended cross-country road trip, these lightweight travel trailers offer the perfect combination of ease of towing and home-like comfort."
,,,"In 2023, A Turkish company called Rainwoll announced a rebadged version of Wuling Hongguang Mini EV called the Rainwoll RW10. It is sold in 3 trim levels; Basic, Comfort, and Macaron.",Electric motor 1x1XM AC permanent magnet synchronous motor,,,,,,,,,,,,"In January 2021, according to the China Passenger Car Association (CPCA), the Mini EV topped new energy vehicles sales with 25,778 units, compared to the Tesla Model 3 with 13,843 units sold in China.","While early models did not include a driver airbag, later models, such as the Mi","While early models did not include a driver airbag, later models, such as the Mini EV Macaron, have this feature as standard. Power is produced by an electric motor making a peak 20 kW (27 hp; 27 PS) and 85 N⋅m (63 lb⋅ft) of torque with rear-wheel drive, propelling the car to a stated top speed of 100 km/h (62 mph).",,
,,,Formo MaxLongkaRongguang,kWh LFP Key Power,,,,,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,kWh LFP Gotion/GPE/Ningfu,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,kWh LFP SinoEV/Key Power/GPE,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
,,,,Electric range 120–300 km (75–186 mi) (NEDC),,,,,,,,,,,,,"Options 1K8 19"" John Cooper Works Runway Spoke black 1KT 20"" John Cooper Works F","Options 1K8 19"" John Cooper Works Runway Spoke black 1KT 20"" John Cooper Works Flag Spoke 2-tone with summer tires 1KU 20"" John Cooper Works Flag Spoke 2-tone with sport tires 300 Space-saver spare 381 Roof in body color Notes 2025 MINI Countryman Specs, Features & Options Here's everything you need to know about each trim in the 2025 MINI Countryman lineup.",,
,,,,"A 26.5 kWh model is due for 2022, with 280 kilometres (170 mi) (CLTC) estimated range, an optional more powerful 30 kW (40 hp; 41 PS) motor, and an improved interior.",,,,,,,,,,,,,Customizable Options Available: Flexibility to add optional equipment and featur,"Customizable Options Available: Flexibility to add optional equipment and features tailored to your adventure preferences, enhancing your RV experience.",,
,,,,The Macaron is equipped with a small electric motor that generates a more powerful 20 kW (27 hp; 27 PS) and 85 N⋅m (63 lb⋅ft) of torque compared to the previously launched base trim while range remains unchanged.,,,,,,,,,,,,,"Learn more about the different Countryman trim levels and option packages below,","Learn more about the different Countryman trim levels and option packages below, then shop 2025 MINI Countryman inventory at MINI of Dallas.",,
,,,,", 13.8, or 26 kWh",,,,,,,,,,,,,It offers a sporty driving experience while maintaining the quintessential MINI,"It offers a sporty driving experience while maintaining the quintessential MINI charm and adaptability for city excursions thanks to its efficient engine options, roomy cabin, and contemporary safety features.",,
,,,,Electric range 120–280 km (75–174 mi),,,,,,,,,,,,,,,,
