Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2005,Mercedes-Benz,S-Class,S430,4.3L V8,4.3L V8 Turbo,Turbocharged,Automatic 7-spd,Rear-Wheel Drive,Premium Gasoline,Large Cars,8,4.3,16,24,19,,,,,
2005,Mercedes-Benz,S-Class,S430 4matic,4.3L V8,4.3L V8 Turbo,Turbocharged,Automatic 5-spd,All-Wheel Drive,Premium Gasoline,Large Cars,8,4.3,15,21,17,,,,,
2005,Mercedes-Benz,S-Class,S500,5.0L V8,5.0L V8 Turbo,Turbocharged,Automatic 7-spd,Rear-Wheel Drive,Premium Gasoline,Large Cars,8,5.0,14,22,17,,,,,
2005,Mercedes-Benz,S-Class,S500 4matic,5.0L V8,5.0L V8 Turbo,Turbocharged,Automatic 5-spd,All-Wheel Drive,Premium Gasoline,Large Cars,8,5.0,14,20,16,,,,,
2005,Mercedes-Benz,S-Class,S55 AMG,5.4L V8,5.4L V8 Turbo,Turbocharged,Automatic (S5),Rear-Wheel Drive,Premium Gasoline,Large Cars,8,5.4,13,20,15,,,,,
2005,Mercedes-Benz,S-Class,S600,5.5L V12,5.5L V12 Turbo,Turbocharged,Automatic 5-spd,Rear-Wheel Drive,Premium Gasoline,Large Cars,12,5.5,11,17,13,,,,,
