Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
,,,"For the US market, the Mirage G4 sedan was available from spring 2016 as a 2017 model. It is available in ES and SE trims, with 7 airbags available as standard.",model code displ. engine power torque drivetrain body style markets production,,,Maximum speed (km/h (mph)) 169 (105) (MT) / 161 (100) (CVT) 180 (112) (MT) / 173 (107) (CVT),C69A 1834 cc DOHC 16V ECI MULTI 4G93 140 PS (103 kW) 167 N⋅m (123 lb⋅ft) FWD 5-door liftback EU 1992-1994,,,,,,,,,"For 2000, Mitsubishi added further standard equipment, plus the standardization","For 2000, Mitsubishi added further standard equipment, plus the standardization of the 1.8-liter engine for the DE sedan; anti-lock brakes were deleted from the options list.",,
,,,,,,,,,,,,,,,,,The interior also saw numerous aesthetic changes from the steering wheel to the,"The interior also saw numerous aesthetic changes from the steering wheel to the HVAC system and a new optional touchscreen infotainment system using Apple's CarPlay interface and a 300W Rockford Fosgate audio setup. A Rockford Fosgate Edition of the ES trim, fitted with a 300-watt premium stereo, was sometimes available beginning in late 2015.",,
,,,,,,,,,,,,,,,,,A continuously variable transmission is available as an option.,"A continuously variable transmission is available as an option. The Attrage is also sold in Singapore, Turkey, Malaysia, and the Middle East.",,
,,,,,,,,,,,,,,,,,"Only 150 units were produced. On 31 May 2025, the Mirage G4 received LED p","Only 150 units were produced. On 31 May 2025, the Mirage G4 received LED projector headlamps and taillights as standard for the CVT variants, while all grades received 15-inch two-tone alloy wheels as standard.",,
,,,,,,,,,,,,,,,,,"It is available in ES and SE trims, with 7 airbags available as standard.","It is available in ES and SE trims, with 7 airbags available as standard. In Canada, sales of the G4 sedan ran 3 model years, from 2017 to 2019.",,
,,,,,,,,,,,,,,,,,Standard Catalog of Imported Cars 1946–2002.,Standard Catalog of Imported Cars 1946–2002.,,
,,,,,,,,,,,,,,,,,Automotive Science Group.,Automotive Science Group.,,
,,,,,,,,,,,,,,,,,"2022 Mitsubishi Mirage Specs, Features & Options Here's everything you need to k","2022 Mitsubishi Mirage Specs, Features & Options Here's everything you need to know about each trim in the 2022 Mitsubishi Mirage lineup.",,
,,,,,,,,,,,,,,,,,"Technical data, equipment, options shown and other content are based on the late","Technical data, equipment, options shown and other content are based on the latest information available at the time of printing and are subject to change without notice.",,
,,,,,,,,,,,,,,,,,"A 5-speed manual is standard on the ES trim, with an optional continuously varia","A 5-speed manual is standard on the ES trim, with an optional continuously variable automatic transmission (CVT).",,
,,,,,,,,,,,,,,,,,Standard equipment includes the features that come with this vehicle.,Standard equipment includes the features that come with this vehicle.,,
,,,,,,,,,,,,,,,,,Select Your Options Choose options to include in this vehicle value.,Select Your Options Choose options to include in this vehicle value.,,
,,,,,,,,,,,,,,,,,"For the most accurate pricing and values on new or used vehicles, select the opt","For the most accurate pricing and values on new or used vehicles, select the optional features on the vehicle.",,
