Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2009,Audi,TT,[Brochure Summary],,,,,,,,,,,,,,,,BOSE; Bose audio; BOSE; Bose audio,[Brochure] BOSE; Bose audio | [Brochure] BOSE; Bose audio
