Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2022,Audi,Q5,door coupé SUV (Sportback) (2020-present),"For the unrelated battery electric model sold in China, see Audi Q5 e-tron.",,,Transmission,"Front-engine, front-wheel drive",,,,,,,,"NHTSA tested a 2016 Q5. Euro NCAP tested a 2009 Audi Q5, 5-door SUV with front airbags, side airbags, seatbelt pretensioners and load limiters as standard and scored it accordingly:",Audi Q5 custom concept (2009) It is a concept vehicle that includes an en,"Audi Q5 custom concept (2009) It is a concept vehicle that includes an enhanced engine, 7-speed S tronic transmission, Quattro all wheel drive.",,
,,,"Wheelbase 2,807 mm (110.5 in)","Front-engine, front-wheel drive",,,speed manual,Hybrid drivetrain,,,,,,,,"The Q5 was launched in Thailand in August 2017, where a sole S-line powered by a 2.0 TFSI engine (45 TFSI) and 2.0 TDI engine (40 TDI) with a Quattro all wheel drive system is available.",8-speed Tiptronic is an option for Q5 2.0 TFSI quattro (211 PS).,8-speed Tiptronic is an option for Q5 2.0 TFSI quattro (211 PS).,,
,,,SQ5 TDI 3.0 TDI quattro (313PS) 2013– 8-speed Tiptronic with DSP and Sport mode,Engine,,,speed ZF 8HP Tiptronic,"The Q5 was launched in Malaysia in March 2019, where a sole Sport trim line powered by a 2.0 TFSI engine with a Quattro all wheel drive system is available.",,,,,,,,"The 2021 Q5 was announced at the end of June 2020 and entered production in July with expected first deliveries at the end of 2020. In January 2021, Audi expanded the Q5 lineup by introducing a Sportback variant of the Q5 and SQ5.",US and Canadian Q5 2.0 TFSI models include 8-speed Tiptronic as standard transmi,US and Canadian Q5 2.0 TFSI models include 8-speed Tiptronic as standard transmission. Japanese models include standard 7-speed S tronic transmission for all models.,,
,,,SQ5 TDI 3.0 TDI quattro (326PS) 2016– 8-speed Tiptronic with DSP and Sport mode,L V6 FSI,,,speed S Tronic,Audi Q5 R4 2.0 TDI MHEV 4x4 (LHD) (2025),,,,,,,,,Equipment Interior Harman/Becker Automotive Systems produced Audi's new u,Equipment Interior Harman/Becker Automotive Systems produced Audi's new updated Multi Media Interface (MMI) technology for Q5.,,
,,,door coupé SUV (Sportback),L TDI diesel V6,,,TFSI hybrid quattro 2011– 8-speed Tiptronic -,,,,,,,,,,"S line package includes 20-inch S line wheels, headlight washers, sport steering","S line package includes 20-inch S line wheels, headlight washers, sport steering wheels with shift paddles, brushed aluminium inlays, S line aluminium door sills, and a black headliner.",,
,,,Wheelbase,"The Audi Q5 FCEV (2009) is a fuel cell based concept car that was demonstrated on 19 October 2009 at CEP Berlin. It sports an 85 kW PEMFC, a 22 kW lithium-ion battery and a 230 Nm asynchronous motor.",,,TFSI quattro (180PS) 2009–2012 6-speed manual -,,,,,,,,,,The Offroad exterior package includes front and rear underbody protection panels,"The Offroad exterior package includes front and rear underbody protection panels, along with flared fender and door sill protection.",,
,,,"Long wheelbase version (Q5L), (2018–2025)",Audi Q5 hybrid,,,"TFSI quattro (211PS) 2008–2012 6-speed manual 7-speed S tronic, 8-speed Tiptronic",,,,,,,,,,The Audi Q5 is capable of towing up to 2.0 tonnes; the standard hill descent con,The Audi Q5 is capable of towing up to 2.0 tonnes; the standard hill descent control system makes it safe to navigate down steep inclines by regulating the preselected speed when driving at under 30 km/h (19 mph).,,
,,,"A long wheelbase version was unveiled at the Beijing Auto Show, with 88 mm (3.5 in) added to the car, resulting in 23 percent more legroom.",Engines,,,TFSI quattro (225PS) 2011– 6-speed manual 8-speed Tiptronic,,,,,,,,,,Large fabric-upholstered surfaces are standard on the door trim panels; inlay op,Large fabric-upholstered surfaces are standard on the door trim panels; inlay options include three wood veneers and one aluminium version.,,
,,,Q5L Sportback,Petrol engines,,,"FSI quattro 2009–2012 6-speed Tiptronic, 7-speed S tronic",,,,,,,,,,Sport suspension lowers the vehicle body by 30 mm (1.18 in) and 20-inch 5 parall,"Sport suspension lowers the vehicle body by 30 mm (1.18 in) and 20-inch 5 parallel-spoke wheels with 255/45 tires are fitted as standard, with the option of upgrading to 21-inch wheels.",,
,,,"The Q5 was launched in Malaysia in March 2019, where a sole Sport trim line powered by a 2.0 TFSI engine with a Quattro all wheel drive system is available.","Model Year Engine type Power, torque at rpm",,,TFSI quattro (272PS) 2013- 8-speed Tiptronic,,,,,,,,,,"The vehicle was unveiled in the 2012 Paris Motor Show, and went on sale in the f","The vehicle was unveiled in the 2012 Paris Motor Show, and went on sale in the first quarter of 2013. In 2015 Audi introduced a 'plus' tdi model, with 340 PS (250 kW) and 700 N⋅m (516 lbf⋅ft), quilted nappa leather seats, external black details and 21-inch wheels as standard equipment.",,
,,,The Q5 was launched in India on 23 November 2021 offering two variants - Premium Plus and Technology.,"electric motor, 266V, 1.3kWh battery pack 54 PS (40 kW; 53 hp) at ?, 210 N⋅m (154.89 lbf⋅ft) at ?",,,TDI quattro (143PS) 2009–2012 6-speed manual -,,,,,,,,,,"Audi's Quattro all-wheel drive system is standard, however it uses ‘Quattro with","Audi's Quattro all-wheel drive system is standard, however it uses ‘Quattro with Ultra Technology’.",,
,,,Q5 Sportback (Europe),"combined 245 PS (180 kW; 242 hp) at ?, 480 N⋅m (354.03 lbf⋅ft) at ?",,,TDI quattro (170PS) 2008–2012 6-speed manual 7-speed S tronic,,,,,,,,,,"For the 2019 model year, heated front seats, rear electric child locks, 7-inch i","For the 2019 model year, heated front seats, rear electric child locks, 7-inch infotainment screen, and roof crossbars became standard equipment.",,
,,,SQ5 Sportback TDI (Europe),,,,,,,,,,,,,,"For the Premium Plus trim, rear USB charge ports and wireless charging became st","For the Premium Plus trim, rear USB charge ports and wireless charging became standard while for Prestige trims, park assist was made standard.",,
,,,varies by trim/option,,,,,,,,,,,,,,The Convenience Package was expanded to include the Audi side assist and Audi pr,The Convenience Package was expanded to include the Audi side assist and Audi pre sense rear safety systems.,,
,,,April 2025–present (Sportback),,,,,,,,,,,,,,"In addition, Audi introduced a ""black optic"" package for the Q5, featuring black","In addition, Audi introduced a ""black optic"" package for the Q5, featuring black exterior trim and unique wheels.",,
,,,Platform Premium Platform Combustion (PPC),,,,,,,,,,,,,,It produced 362 hp (270 kW; 367 PS) and 369 lb⋅ft (500 N⋅m) of torque and had a,"It produced 362 hp (270 kW; 367 PS) and 369 lb⋅ft (500 N⋅m) of torque and had a 0–60 mph (0–97 km/h) time of 5.0 seconds, nearly a second faster than the standard Q5. For the 2022 model year, the battery size was increased to 17.9 kWh, increasing the EPA range to 23 miles (37 km). Q5 S-Line TDI quattro SQ5 TFSi quattro SQ5 TFSi quattro Q5 55 TFSi e quattro Q5 55 TFSi e quattro 2021 facelift The 2021 Model Year includes the Generation 3 infotainment technologies.",,
,,,"Wheelbase 2,819 mm (111.0 in)",,,,,,,,,,,,,,This includes a digital marketplace in the myAudi app to add Audi Connect plans,"This includes a digital marketplace in the myAudi app to add Audi Connect plans and SiriusXM with 360L. Exterior facelift revisions include updates to the grille, bumper side air intakes, side sill, and rear trim.",,
,,,,,,,,,,,,,,,,,Power is transmitted through a seven-speed dual-clutch automatic transmission wi,"Power is transmitted through a seven-speed dual-clutch automatic transmission with standard all-wheel drive, achieving 0-60 mph acceleration in 5.8 seconds.",,
,,,,,,,,,,,,,,,,,The interior features an 11.9-inch digital instrument cluster and a 14.5-inch to,"The interior features an 11.9-inch digital instrument cluster and a 14.5-inch touchscreen for the infotainment system, with an optional 10.9-inch passenger display available on Prestige trim levels.",,
,,,,,,,,,,,,,,,,,The Q5 Prestige and all SQ5 trim levels come standard with air suspension featur,"The Q5 Prestige and all SQ5 trim levels come standard with air suspension featuring active adaptive dampers, an uncommon feature in the luxury compact SUV segment.",,
,,,,,,,,,,,,,,,,,"""Audi adds to entry level engines to Euro Q5 and A4 allroad"".","""Audi adds to entry level engines to Euro Q5 and A4 allroad"".",,
