Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Audi,S5,Wheelbase,"Layout Front-engine, quattro permanent four-wheel drive",,,Transmission,"Layout Front-engine, quattro permanent four-wheel drive",,,,,,,,Predecessor,The S5 includes a string of LED daytime running lights around the bi-Xenon headl,The S5 includes a string of LED daytime running lights around the bi-Xenon headlamps and a vertically striped chrome grille.,"Additionally, it showcases various interior and exterior color options, wheel designs, and","Additionally, it showcases various interior and exterior color options, wheel designs, and available packages."
,,,"Sportback: 2,811 mm (110.7 in)",Engine,,,speed manual,"Like all Audi ""S"" cars, they are only available with Audi's quattro four-wheel drive (4WD) system, here in S5 using a Torsen-based centre diff system.",,,,,,,,,"In many markets, the S5 includes as standard 19"" alloy wheels with a five-parall","In many markets, the S5 includes as standard 19"" alloy wheels with a five-parallel spoke design, larger brakes, heated leather sport bucket seats, and other convenience features, some of which are available only as an option on the A5.",,
,,,"Sportback: 4,718 mm (185.7 in)",L CAKA/CCBA V6 T FSI,,,speed ZF 8HP Tiptronic automatic,,,,,,,,,,"Changes for 2010 model year included LED tail lamps, the introduction of Premium","Changes for 2010 model year included LED tail lamps, the introduction of Premium Plus and Prestige trim levels and new optional equipment such as leather/Alcantara seats.",,
,,,"Sportback: 1,382 mm (54.4 in)",L CWGD V6 T FSI,,,speed S tronic semi-automatic,,,,,,,,,,Sportback Sportback Convertible Coupe S5 B8.5/8.5T (2012–2017) The,Sportback Sportback Convertible Coupe S5 B8.5/8.5T (2012–2017) The (B8.5/8.5T or Facelift) Audi S5 went through a mid-generational refresh alongside the standard Audi A5.,,
,,,"Sportback: 1,820 kg (4,010 lb)","L TDI V6 diesel (2019–2024, European markets only)",,,,,,,,,,,,,Its sportback trim adds rear doors and a hatchback rear.,Its sportback trim adds rear doors and a hatchback rear.,,
,,,"Like all Audi ""S"" cars, they are only available with Audi's quattro four-wheel drive (4WD) system, here in S5 using a Torsen-based centre diff system.",L CAU V8 FSI,,,,,,,,,,,,,There are also a number of optional safety options available such as drive assis,There are also a number of optional safety options available such as drive assist and head up display.,,
,,,Sportback,Engines,,,,,,,,,,,,,The new Audi S5 also has new electrically adjustable front heated seats with cro,"The new Audi S5 also has new electrically adjustable front heated seats with cross stitching, and has an optional flat-bottom steering wheel style with circular airbag cover as well as a variety of trim options.",,
,,,Audi S5 Sportback,"S5 4.2 FSI 2007–2012 Coupé 4,163 cc (254.0 cu in) V8 (CAUA) 260 kW (349 hp) at 6,800 rpm 440 N⋅m (325 lbf⋅ft) at 3,500 rpm",,,,,,,,,,,,,"2025 Audi S5 Specs, Features & Options Here's everything you need to know about","2025 Audi S5 Specs, Features & Options Here's everything you need to know about each trim in the 2025 Audi S5 lineup.",,
,,,Audi S5 Sportback Facelift,"S5 3.0 TFSI 2009–2016 Cabriolet, Sportback 2,995 cc (182.8 cu in) V6 supercharged (CAKA, CCBA) 245 kW (329 hp) at 5,500–7,000 rpm 440 N⋅m (325 lbf⋅ft) at 2,900–5,300 rpm",,,,,,,,,,,,,"The document includes detailed information about engine types, drivetrain option","The document includes detailed information about engine types, drivetrain options, model codes, and retail prices.",,
,,,The Audi S5 B10 is based on the Audi A5 B10.,"S5 3.0 TFSI 2013–2017 Coupé 2,995 cc (182.8 cu in) V6 supercharged (CAKA, CCBA) 245 kW (329 hp) at 5,500–7,000 rpm 440 N⋅m (325 lbf⋅ft) at 2,900–5,300 rpm",,,,,,,,,,,,,"Additionally, it showcases various interior and exterior color options, wheel de","Additionally, it showcases various interior and exterior color options, wheel designs, and available packages.",,
,,,"S5 3.0 TFSI 2009–2016 Cabriolet, Sportback 2,995 cc (182.8 cu in) V6 supercharged (CAKA, CCBA) 245 kW (329 hp) at 5,500–7,000 rpm 440 N⋅m (325 lbf⋅ft) at 2,900–5,300 rpm","S5 3.0 TFSI 2017–2024 Cabriolet, Coupé, Sportback 2,995 cc (182.8 cu in) V6 twin-scroll turbocharged (CWGD) 260 kW (349 hp) at 5,400–6,400 rpm 500 N⋅m (369 lbf⋅ft) at 1,370–4,500 rpm",,,,,,,,,,,,,"However, specifications, standard equipment, options, fabrics, and colors are su","However, specifications, standard equipment, options, fabrics, and colors are subject to change without notice.",,
,,,"S5 3.0 TFSI 2017–2024 Cabriolet, Coupé, Sportback 2,995 cc (182.8 cu in) V6 twin-scroll turbocharged (CWGD) 260 kW (349 hp) at 5,400–6,400 rpm 500 N⋅m (369 lbf⋅ft) at 1,370–4,500 rpm","S5 3.0 TFSI 2024–present Sedan, Avant 2,995 cc (182.8 cu in) V6 twin-scroll MHEV turbocharged 270 kW (362 hp) at 5,500–6,300 rpm 550 N⋅m (406 lbf⋅ft) at 1,400–4,000 rpm",,,,,,,,,,,,,Some equipment may be unavailable when your vehicle ...,Some equipment may be unavailable when your vehicle ...,,
,,,,,,,,,,,,,,,,,"Jul 16, 2024Reduction in 2025 model-year trim selections helps buyers focus vehi","Jul 16, 2024Reduction in 2025 model-year trim selections helps buyers focus vehicle shopping [source: Audi of America] RESTON, Va., July 10, 2024 - Audi of America today announced pricing and content updates for its 2025 model lineup that includes new streamlined trim selections, compelling option packages, and a new Audi connect offer structure.",,
,,,,,,,,,,,,,,,,,"Oct 23, 2024Depending on customers' requirements, they can order the new Audi A5","Oct 23, 2024Depending on customers' requirements, they can order the new Audi A5 models with various equipment packages that bundle a wide range of optional extras.",,
,,,,,,,,,,,,,,,,,"The ""Tech"", ""Tech plus"" and ""Tech pro"" packages build on each other: The most co","The ""Tech"", ""Tech plus"" and ""Tech pro"" packages build on each other: The most comprehensive package, ""Tech pro"", includes exclusive options and all the optional extras from the other packages.",,
