Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2018,Audi,TT,[Brochure Summary],,,,,,,,,,,,,,,,Bang & Olufsen audio | Nappa seating,[Brochure] Bang & Olufsen audio | Nappa seating | [Backfilled from 2019]
