Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2012,Audi,TT,[Brochure Summary],,,,,,,,,,,,,,,,BOSE; Bang & Olufsen; Bose audio | Nappa seating; BOSE; Bang & Olufsen; Bose audio | Nappa seating,[Brochure] BOSE; Bang & Olufsen; Bose audio | Nappa seating | [Brochure] BOSE; Bang & Olufsen; Bose audio | Nappa seating
