Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2025,Audi,SQ8,"Wheelbase 2,995 mm (117.9 in)","For the unrelated battery electric vehicle previously marketed as the Audi e-tron, see Audi Q8 e-tron.",,,Transmission 8-speed Tiptronic automatic (ZF 8HP),Hybrid drivetrain PHEV (Q8 55/60 TFSIe),,,,,,,,"Styling differences include 21-inch alloy wheels, a revised, more aggressive body kit, new rear diffuser with oval exhaust tips as standard. Larger 22-inch alloys, Matrix LED headlights, red brake calipers, and carbon-ceramic brakes are available as optional extras.",Audi had been planning their own coupe SUV once the new body style became a sale,"Audi had been planning their own coupe SUV once the new body style became a sales success for other brands. Within the Volkswagen Group's product lineup, the Q8 shares its platform with the Q7 and the Lamborghini Urus, among other products.",Adaptive air suspension sport and all-wheel-steering are standard equipment on the SQ8.,Adaptive air suspension sport and all-wheel-steering are standard equipment on the SQ8.
,,,Audi Q8 sport concept (2017),L TFSI V6,,,Top speed 130 mph (210 km/h) 149 mph (240 km/h) 250 km/h (160 mph) 145 mph (233 km/h) 152 mph (245 km/h) 155 mph (249 km/h) 149 mph (240 km/h),,,,,,,,,,"The SQ8 features 21-inch wheels with 285/45 tires, however 22- and 23-inch optio","The SQ8 features 21-inch wheels with 285/45 tires, however 22- and 23-inch options are available, including a new 23-inch variant with 285/35 rubber.",,
,,,"For the 2021 model year, all Q8s came with blind-spot monitoring, and the base Premium trim's Convenience package included a heated steering wheel and a 360-degree parking camera.",Petrol plug-in hybrid:,,,,,,,,,,,,,"The advanced suspension package is available as an optional extra, adding four-w","The advanced suspension package is available as an optional extra, adding four-wheel steering, sport differential, and electromechanical active anti-roll bars.",,
,,,,Electric motor,,,,,,,,,,,,,It includes a maneuvering assist system which Audi claims to help soften low-spe,It includes a maneuvering assist system which Audi claims to help soften low-speed parking collisions by applying small steering and braking corrections along with a curb warning system which helps prevent damage to the alloys.,,
,,,,kW (134 hp; 136 PS) AC induction motor: PHEV,,,,,,,,,,,,,The top speed is electronically limited to 250 km/h (155.3 mph) (305 km/h (189.5,The top speed is electronically limited to 250 km/h (155.3 mph) (305 km/h (189.5 mph) with dynamic package).,,
,,,,Hybrid drivetrain PHEV (Q8 55/60 TFSIe),,,,,,,,,,,,,A live-link suspension is featured at the front and the rear along with adaptive,A live-link suspension is featured at the front and the rear along with adaptive air suspension standard with controlled damping.,,
,,,,Battery 17.3 kWh lithium-ion (PHEV),,,,,,,,,,,,,"The standard wheels on the RS Q8 are 22-inch, 10-spoke aluminum wrapped in 295/4","The standard wheels on the RS Q8 are 22-inch, 10-spoke aluminum wrapped in 295/40-series tires, while 23-inch wheels are optional.",,
,,,,Electric range 17 mi (27 km) (60 TFSI e),,,,,,,,,,,,,Deliveries in the UK were scheduled for early 2020. For the 2021 model,"Deliveries in the UK were scheduled for early 2020. For the 2021 model year, all Q8s came with blind-spot monitoring, and the base Premium trim's Convenience package included a heated steering wheel and a 360-degree parking camera.",,
,,,,,,,,,,,,,,,,,"However, specifications, standard equipment, options, fabrics, and colors are su","However, specifications, standard equipment, options, fabrics, and colors are subject to change without notice.",,
,,,,,,,,,,,,,,,,,Some equipment may be unavailable when your vehicle is built.,Some equipment may be unavailable when your vehicle is built.,,
