Year,Make,Model,Trim,engineOptions,engineDisplay,forcedInduction,transmissionOptions,drivetrainOptions,fuelType,bodyStyle,cylinders,displacement,mpg_city,mpg_highway,mpg_combined,exteriorColors,Packages,packageDetails,Options,optionDetails
2012,Audi,Full Line,[Brochure Summary],,,,,,,,,,,,,,,,Bang & Olufsen; BOSE; Bose audio; Bang & Olufsen; BOSE; Bose audio,[Brochure] Bang & Olufsen; BOSE; Bose audio | [Brochure] Bang & Olufsen; BOSE; Bose audio
