Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2021,Jaguar,I-PACE,"Wheelbase 2,990 mm (117.7 in)",Electric motor Permanent magnet synchronous motor x2 200 PS (150 kW) 348 N⋅m (257 lbf⋅ft) (total 400 PS (290 kW) 696 N⋅m (513 lbf⋅ft)),Transmission 1-speed direct-drive reduction,,Transmission 1-speed direct-drive reduction,,,,
,,,"The Jaguar I-Pace was designed by Ian Callum.[5] The concept version of the car, described as a five-seater sports car, was unveiled by JLR at the 2016 Los Angeles Motor Show and shown on-road in London in March 2017.[6][7]",Battery 90 kW·h lithium ion,,,"^ Lambert, Fred (7 December 2018). ""Jaguar I-Pace Achieves 5-Star Safety Rating"". electrotek. Retrieved 7 December 2018.",,,,
,,,"^ ""Jaguar I-Pace Europe Sales Figures"" | https://carsalesbase.com/europe-jaguar-i-pace/ Archived 6 May 2021 at the Wayback Machine",Electric range EPA: 246 miles (396 km),,,,,,,
,,,"^ ""Jaguar I-Pace U.S Sales Figures"" | https://carsalesbase.com/us-jaguar-i-pace/ Archived 23 April 2021 at the Wayback Machine","kW AC (7.4kW ""1-phase/32A only"" AC 2018–2020)",,,,,,,
,,,,kW DC,,,,,,,
,,,,Some of the electric drive technology[which?] has come out of the Jaguar I-Type electric Formula E racing car programme.[11],,,,,,,
,,,,"^ Burgess, Rachel (16 November 2016). ""Jaguar Guns for Tesla with Radical New Electric SUV"". Autocar. Vol. 290, no. 7 (6229 ed.). Haymarket Consumer Media. pp. 10–15.",,,,,,,
,,,,"^ Dubey, Yetnesh (13 December 2019). ""Jaguar IPace Electric Car Gets Range Boost, Porsche Taycan Disappoints"". fossbytes.com. Retrieved 13 December 2019.",,,,,,,
,,,,"^ Westbrook, Justin T. (3 April 2018). ""The Electric 2019 Jaguar I-Pace Can Wade Through 19 Inches Of Water, Which Is A Lot"". Jalopnik. Gizmodo Media Group. Retrieved 30 June 2018.",,,,,,,
,,,,"^ ""Jaguar I-PACE | Electric Car Practicality | Jaguar"". Archived from the original on 30 May 2019. Retrieved 30 May 2019.",,,,,,,
,,,,"a b ""European Car of the Year 2019: Jaguar's all electric I-Pace model wins prestigious prize"". European Car News. 4 March 2019. Retrieved 4 March 2019.",,,,,,,
,,,,"^ ""Jaguar I-Pace electric SUV sweeps awards at New York auto show"". CNBC. 17 April 2019. Retrieved 17 April 2019.",,,,,,,
,,,,"^ ""Jaguar Charges Up I-Pace With All-Electric Race Series"". media.jaguar.com. 12 September 2017. Retrieved 5 January 2019.",,,,,,,
,,,,"^ ""Jaguar I-Pace Sets a Laguna Seca Electric Lap Record"". TheDrive.com. 24 August 2018. Retrieved 24 August 2018.",,,,,,,
