Year,Make,Model,Trim,engineOptions,transmissionOptions,drivetrainOptions,exteriorColors,Packages,packageDetails,Options,optionDetails
2020,MINI,Pony,,,,,A registered stallion of Arab type,American Miniature Horse A registered stallion of Arab type Conservation status,American Miniature Horse A registered stallion of Arab type Conservation status FAO (2007): not at risk[1]: 127 DAD-IS (2022): at risk[2] Other names American Miniature Country of origin United States Traits Height not over 38 in (97 cm) Color any Breed standards American Miniature Horse Association American Miniature Horse Registry Equus ferus caballus The American Miniature Horse is an American breed of small or miniature horse.,"Easy entry two-wheel pony cart, minis 28""-40"", Ponies 40""-50"".","Easy entry two-wheel pony cart, minis 28""-40"", Ponies 40""-50""."
,,,,,,,Color any,^ Jump up to: a b Breed Standards.,^ Jump up to: a b Breed Standards.,"Height from ground to seat - 35"" on horse or cobb size, 33"" on pony size Wheels - 24"" heav","Height from ground to seat - 35"" on horse or cobb size, 33"" on pony size Wheels - 24"" heavy duty riveted construction, zinc plated on horse or cobb size."
,,,,,,,"All coat colors, eye colors, coat patterns and markings are equally acceptable for registration.[5]: 170 [6] Some colors that are rare in full-sized American horses are seen in the breed, such as bay silver dapple – light bay with white mane and tail and black legs.[5]: 170","Options on easy entry carts: If you have minis, this is the EZ entry pony cart f","Options on easy entry carts: If you have minis, this is the EZ entry pony cart for you!","An easy-entry two-wheel cart equipped with a spring suspension, a black vinyl cushion, and","An easy-entry two-wheel cart equipped with a spring suspension, a black vinyl cushion, and a 12"" x 30"" seat with arms."
,,,,,,,"In 2005 almost 150,000 horses were registered in the American Shetland Pony Club stud-book, and the American Miniature Horse Association register held over 160,000.[5]: 170",Below you will find some measurements and options: Black or Burgundy (Burgundy w,Below you will find some measurements and options: Black or Burgundy (Burgundy will take 6-8 weeks for delivery) Recommended for minis up ...,,
,,,,,,,,"Comes standard with a black vinyl cushion seat, pedal-operated rear rub brakes,","Comes standard with a black vinyl cushion seat, pedal-operated rear rub brakes, working drop-down tailgate.",,
,,,,,,,,Optional seat vinyl colors as an upgrade are available using the drop-down boxes,Optional seat vinyl colors as an upgrade are available using the drop-down boxes.,,
,,,,,,,,Optional removable rear seat.,Optional removable rear seat.,,
,,,,,,,,Standard single pony shaft.,Standard single pony shaft.,,
,,,,,,,,An optional team pole in metal or […] The Nano carriage is suitable for a pair o,"An optional team pole in metal or […] The Nano carriage is suitable for a pair of miniature horses or small ponies, and is appropriate for training, pleasure shows, and dressage.",,
,,,,,,,,Optional seat vinyl colors are available as an upgrade via the drop-down boxes.,Optional seat vinyl colors are available as an upgrade via the drop-down boxes.,,
,,,,,,,,Description / Mini Pony Buckboard Farm Wagon Comes standard with a black vinyl c,"Description / Mini Pony Buckboard Farm Wagon Comes standard with a black vinyl cushion seat, pedal-operated rear rub brakes, and a working drop-down tailgate.",,
